Date_time,Tidal_height
1/1/2023 11:42,14.276
1/1/2023 11:48,14.29
1/1/2023 11:54,14.295
1/1/2023 12:00,14.292
1/1/2023 12:06,14.281
1/1/2023 12:12,14.261
1/1/2023 12:18,14.233
1/1/2023 12:24,14.195
1/1/2023 12:30,14.149
1/1/2023 12:36,14.094
1/1/2023 12:42,14.029
1/1/2023 12:48,13.956
1/1/2023 12:54,13.873
1/1/2023 13:00,13.782
1/1/2023 13:06,13.681
1/1/2023 13:12,13.572
1/1/2023 13:18,13.454
1/1/2023 13:24,13.328
1/1/2023 13:30,13.193
1/1/2023 13:36,13.05
1/1/2023 13:42,12.899
1/1/2023 13:48,12.741
1/1/2023 13:54,12.575
1/1/2023 14:00,12.402
1/1/2023 14:06,12.222
1/1/2023 14:12,12.036
1/1/2023 14:18,11.844
1/1/2023 14:24,11.646
1/1/2023 14:30,11.443
1/1/2023 14:36,11.235
1/1/2023 14:42,11.022
1/1/2023 14:48,10.805
1/1/2023 14:54,10.584
1/1/2023 15:00,10.359
1/1/2023 15:06,10.132
1/1/2023 15:12,9.901
1/1/2023 15:18,9.668
1/1/2023 15:24,9.433
1/1/2023 15:30,9.196
1/1/2023 15:36,8.958
1/1/2023 15:42,8.72
1/1/2023 15:48,8.48
1/1/2023 15:54,8.241
1/1/2023 16:00,8.002
1/1/2023 16:06,7.763
1/1/2023 16:12,7.526
1/1/2023 16:18,7.29
1/1/2023 16:24,7.056
1/1/2023 16:30,6.825
1/1/2023 16:36,6.596
1/1/2023 16:42,6.37
1/1/2023 16:48,6.149
1/1/2023 16:54,5.931
1/1/2023 17:00,5.719
1/1/2023 17:06,5.511
1/1/2023 17:12,5.309
1/1/2023 17:18,5.113
1/1/2023 17:24,4.923
1/1/2023 17:30,4.741
1/1/2023 17:36,4.566
1/1/2023 17:42,4.399
1/1/2023 17:48,4.24
1/1/2023 17:54,4.091
1/1/2023 18:00,3.95
1/1/2023 18:06,3.819
1/1/2023 18:12,3.697
1/1/2023 18:18,3.586
1/1/2023 18:24,3.485
1/1/2023 18:30,3.395
1/1/2023 18:36,3.316
1/1/2023 18:42,3.248
1/1/2023 18:48,3.191
1/1/2023 18:54,3.145
1/1/2023 19:00,3.11
1/1/2023 19:06,3.087
1/1/2023 19:12,3.075
1/1/2023 19:18,3.074
1/1/2023 19:24,3.084
1/1/2023 19:30,3.105
1/1/2023 19:36,3.137
1/1/2023 19:42,3.179
1/1/2023 19:48,3.231
1/1/2023 19:54,3.293
1/1/2023 20:00,3.364
1/1/2023 20:06,3.444
1/1/2023 20:12,3.534
1/1/2023 20:18,3.631
1/1/2023 20:24,3.736
1/1/2023 20:30,3.849
1/1/2023 20:36,3.969
1/1/2023 20:42,4.096
1/1/2023 20:48,4.228
1/1/2023 20:54,4.367
1/1/2023 21:00,4.511
1/1/2023 21:06,4.66
1/1/2023 21:12,4.814
1/1/2023 21:18,4.971
1/1/2023 21:24,5.133
1/1/2023 21:30,5.298
1/1/2023 21:36,5.467
1/1/2023 21:42,5.638
1/1/2023 21:48,5.812
1/1/2023 21:54,5.988
1/1/2023 22:00,6.166
1/1/2023 22:06,6.346
1/1/2023 22:12,6.527
1/1/2023 22:18,6.709
1/1/2023 22:24,6.892
1/1/2023 22:30,7.076
1/1/2023 22:36,7.26
1/1/2023 22:42,7.444
1/1/2023 22:48,7.628
1/1/2023 22:54,7.812
1/1/2023 23:00,7.995
1/1/2023 23:06,8.178
1/1/2023 23:12,8.359
1/1/2023 23:18,8.539
1/1/2023 23:24,8.717
1/1/2023 23:30,8.894
1/1/2023 23:36,9.068
1/1/2023 23:42,9.24
1/1/2023 23:48,9.41
1/1/2023 23:54,9.576
1/2/2023 0:00,9.739
1/2/2023 0:06,9.899
1/2/2023 0:12,10.055
1/2/2023 0:18,10.207
1/2/2023 0:24,10.355
1/2/2023 0:30,10.498
1/2/2023 0:36,10.636
1/2/2023 0:42,10.77
1/2/2023 0:48,10.898
1/2/2023 0:54,11.022
1/2/2023 1:00,11.139
1/2/2023 1:06,11.251
1/2/2023 1:12,11.357
1/2/2023 1:18,11.458
1/2/2023 1:24,11.552
1/2/2023 1:30,11.641
1/2/2023 1:36,11.723
1/2/2023 1:42,11.799
1/2/2023 1:48,11.869
1/2/2023 1:54,11.933
1/2/2023 2:00,11.991
1/2/2023 2:06,12.043
1/2/2023 2:12,12.089
1/2/2023 2:18,12.13
1/2/2023 2:24,12.164
1/2/2023 2:30,12.193
1/2/2023 2:36,12.216
1/2/2023 2:42,12.233
1/2/2023 2:48,12.245
1/2/2023 2:54,12.252
1/2/2023 3:00,12.254
1/2/2023 3:06,12.251
1/2/2023 3:12,12.242
1/2/2023 3:18,12.229
1/2/2023 3:24,12.212
1/2/2023 3:30,12.19
1/2/2023 3:36,12.163
1/2/2023 3:42,12.133
1/2/2023 3:48,12.098
1/2/2023 3:54,12.059
1/2/2023 4:00,12.017
1/2/2023 4:06,11.971
1/2/2023 4:12,11.921
1/2/2023 4:18,11.869
1/2/2023 4:24,11.813
1/2/2023 4:30,11.754
1/2/2023 4:36,11.693
1/2/2023 4:42,11.629
1/2/2023 4:48,11.563
1/2/2023 4:54,11.496
1/2/2023 5:00,11.426
1/2/2023 5:06,11.356
1/2/2023 5:12,11.285
1/2/2023 5:18,11.213
1/2/2023 5:24,11.14
1/2/2023 5:30,11.068
1/2/2023 5:36,10.997
1/2/2023 5:42,10.926
1/2/2023 5:48,10.857
1/2/2023 5:54,10.79
1/2/2023 6:00,10.725
1/2/2023 6:06,10.662
1/2/2023 6:12,10.603
1/2/2023 6:18,10.546
1/2/2023 6:24,10.494
1/2/2023 6:30,10.446
1/2/2023 6:36,10.403
1/2/2023 6:42,10.364
1/2/2023 6:48,10.331
1/2/2023 6:54,10.303
1/2/2023 7:00,10.281
1/2/2023 7:06,10.265
1/2/2023 7:12,10.255
1/2/2023 7:18,10.252
1/2/2023 7:24,10.255
1/2/2023 7:30,10.265
1/2/2023 7:36,10.281
1/2/2023 7:42,10.304
1/2/2023 7:48,10.333
1/2/2023 7:54,10.369
1/2/2023 8:00,10.411
1/2/2023 8:06,10.459
1/2/2023 8:12,10.514
1/2/2023 8:18,10.574
1/2/2023 8:24,10.639
1/2/2023 8:30,10.71
1/2/2023 8:36,10.785
1/2/2023 8:42,10.866
1/2/2023 8:48,10.95
1/2/2023 8:54,11.038
1/2/2023 9:00,11.13
1/2/2023 9:06,11.225
1/2/2023 9:12,11.323
1/2/2023 9:18,11.423
1/2/2023 9:24,11.525
1/2/2023 9:30,11.629
1/2/2023 9:36,11.734
1/2/2023 9:42,11.84
1/2/2023 9:48,11.946
1/2/2023 9:54,12.053
1/2/2023 10:00,12.16
1/2/2023 10:06,12.266
1/2/2023 10:12,12.371
1/2/2023 10:18,12.475
1/2/2023 10:24,12.578
1/2/2023 10:30,12.679
1/2/2023 10:36,12.778
1/2/2023 10:42,12.875
1/2/2023 10:48,12.969
1/2/2023 10:54,13.06
1/2/2023 11:00,13.148
1/2/2023 11:06,13.233
1/2/2023 11:12,13.314
1/2/2023 11:18,13.391
1/2/2023 11:24,13.464
1/2/2023 11:30,13.533
1/2/2023 11:36,13.597
1/2/2023 11:42,13.655
1/2/2023 11:48,13.709
1/2/2023 11:54,13.756
1/2/2023 12:00,13.798
1/2/2023 12:06,13.834
1/2/2023 12:12,13.863
1/2/2023 12:18,13.886
1/2/2023 12:24,13.902
1/2/2023 12:30,13.91
1/2/2023 12:36,13.911
1/2/2023 12:42,13.904
1/2/2023 12:48,13.89
1/2/2023 12:54,13.867
1/2/2023 13:00,13.836
1/2/2023 13:06,13.796
1/2/2023 13:12,13.748
1/2/2023 13:18,13.692
1/2/2023 13:24,13.626
1/2/2023 13:30,13.552
1/2/2023 13:36,13.469
1/2/2023 13:42,13.377
1/2/2023 13:48,13.276
1/2/2023 13:54,13.167
1/2/2023 14:00,13.048
1/2/2023 14:06,12.922
1/2/2023 14:12,12.786
1/2/2023 14:18,12.643
1/2/2023 14:24,12.492
1/2/2023 14:30,12.332
1/2/2023 14:36,12.166
1/2/2023 14:42,11.991
1/2/2023 14:48,11.81
1/2/2023 14:54,11.622
1/2/2023 15:00,11.428
1/2/2023 15:06,11.228
1/2/2023 15:12,11.022
1/2/2023 15:18,10.81
1/2/2023 15:24,10.594
1/2/2023 15:30,10.373
1/2/2023 15:36,10.147
1/2/2023 15:42,9.918
1/2/2023 15:48,9.685
1/2/2023 15:54,9.449
1/2/2023 16:00,9.209
1/2/2023 16:06,8.968
1/2/2023 16:12,8.724
1/2/2023 16:18,8.479
1/2/2023 16:24,8.233
1/2/2023 16:30,7.985
1/2/2023 16:36,7.737
1/2/2023 16:42,7.489
1/2/2023 16:48,7.242
1/2/2023 16:54,6.995
1/2/2023 17:00,6.749
1/2/2023 17:06,6.505
1/2/2023 17:12,6.263
1/2/2023 17:18,6.023
1/2/2023 17:24,5.787
1/2/2023 17:30,5.554
1/2/2023 17:36,5.325
1/2/2023 17:42,5.1
1/2/2023 17:48,4.88
1/2/2023 17:54,4.666
1/2/2023 18:00,4.458
1/2/2023 18:06,4.256
1/2/2023 18:12,4.061
1/2/2023 18:18,3.873
1/2/2023 18:24,3.694
1/2/2023 18:30,3.523
1/2/2023 18:36,3.361
1/2/2023 18:42,3.208
1/2/2023 18:48,3.065
1/2/2023 18:54,2.932
1/2/2023 19:00,2.81
1/2/2023 19:06,2.699
1/2/2023 19:12,2.599
1/2/2023 19:18,2.511
1/2/2023 19:24,2.434
1/2/2023 19:30,2.37
1/2/2023 19:36,2.317
1/2/2023 19:42,2.277
1/2/2023 19:48,2.249
1/2/2023 19:54,2.234
1/2/2023 20:00,2.23
1/2/2023 20:06,2.239
1/2/2023 20:12,2.26
1/2/2023 20:18,2.293
1/2/2023 20:24,2.338
1/2/2023 20:30,2.394
1/2/2023 20:36,2.461
1/2/2023 20:42,2.54
1/2/2023 20:48,2.628
1/2/2023 20:54,2.727
1/2/2023 21:00,2.836
1/2/2023 21:06,2.953
1/2/2023 21:12,3.08
1/2/2023 21:18,3.215
1/2/2023 21:24,3.358
1/2/2023 21:30,3.509
1/2/2023 21:36,3.666
1/2/2023 21:42,3.83
1/2/2023 21:48,4.001
1/2/2023 21:54,4.176
1/2/2023 22:00,4.357
1/2/2023 22:06,4.543
1/2/2023 22:12,4.733
1/2/2023 22:18,4.927
1/2/2023 22:24,5.125
1/2/2023 22:30,5.325
1/2/2023 22:36,5.529
1/2/2023 22:42,5.735
1/2/2023 22:48,5.942
1/2/2023 22:54,6.152
1/2/2023 23:00,6.363
1/2/2023 23:06,6.576
1/2/2023 23:12,6.789
1/2/2023 23:18,7.003
1/2/2023 23:24,7.217
1/2/2023 23:30,7.431
1/2/2023 23:36,7.645
1/2/2023 23:42,7.859
1/2/2023 23:48,8.072
1/2/2023 23:54,8.283
1/3/2023 0:00,8.494
1/3/2023 0:06,8.703
1/3/2023 0:12,8.91
1/3/2023 0:18,9.115
1/3/2023 0:24,9.318
1/3/2023 0:30,9.518
1/3/2023 0:36,9.716
1/3/2023 0:42,9.91
1/3/2023 0:48,10.101
1/3/2023 0:54,10.288
1/3/2023 1:00,10.471
1/3/2023 1:06,10.65
1/3/2023 1:12,10.824
1/3/2023 1:18,10.994
1/3/2023 1:24,11.159
1/3/2023 1:30,11.319
1/3/2023 1:36,11.473
1/3/2023 1:42,11.622
1/3/2023 1:48,11.765
1/3/2023 1:54,11.902
1/3/2023 2:00,12.033
1/3/2023 2:06,12.158
1/3/2023 2:12,12.276
1/3/2023 2:18,12.389
1/3/2023 2:24,12.495
1/3/2023 2:30,12.594
1/3/2023 2:36,12.687
1/3/2023 2:42,12.773
1/3/2023 2:48,12.853
1/3/2023 2:54,12.926
1/3/2023 3:00,12.993
1/3/2023 3:06,13.053
1/3/2023 3:12,13.107
1/3/2023 3:18,13.154
1/3/2023 3:24,13.195
1/3/2023 3:30,13.23
1/3/2023 3:36,13.259
1/3/2023 3:42,13.281
1/3/2023 3:48,13.298
1/3/2023 3:54,13.308
1/3/2023 4:00,13.313
1/3/2023 4:06,13.312
1/3/2023 4:12,13.306
1/3/2023 4:18,13.294
1/3/2023 4:24,13.276
1/3/2023 4:30,13.253
1/3/2023 4:36,13.225
1/3/2023 4:42,13.191
1/3/2023 4:48,13.153
1/3/2023 4:54,13.11
1/3/2023 5:00,13.062
1/3/2023 5:06,13.01
1/3/2023 5:12,12.953
1/3/2023 5:18,12.893
1/3/2023 5:24,12.828
1/3/2023 5:30,12.759
1/3/2023 5:36,12.688
1/3/2023 5:42,12.613
1/3/2023 5:48,12.535
1/3/2023 5:54,12.455
1/3/2023 6:00,12.372
1/3/2023 6:06,12.288
1/3/2023 6:12,12.202
1/3/2023 6:18,12.115
1/3/2023 6:24,12.027
1/3/2023 6:30,11.94
1/3/2023 6:36,11.853
1/3/2023 6:42,11.766
1/3/2023 6:48,11.68
1/3/2023 6:54,11.597
1/3/2023 7:00,11.515
1/3/2023 7:06,11.436
1/3/2023 7:12,11.36
1/3/2023 7:18,11.288
1/3/2023 7:24,11.219
1/3/2023 7:30,11.155
1/3/2023 7:36,11.096
1/3/2023 7:42,11.042
1/3/2023 7:48,10.993
1/3/2023 7:54,10.95
1/3/2023 8:00,10.912
1/3/2023 8:06,10.881
1/3/2023 8:12,10.857
1/3/2023 8:18,10.839
1/3/2023 8:24,10.827
1/3/2023 8:30,10.822
1/3/2023 8:36,10.824
1/3/2023 8:42,10.833
1/3/2023 8:48,10.848
1/3/2023 8:54,10.869
1/3/2023 9:00,10.897
1/3/2023 9:06,10.931
1/3/2023 9:12,10.971
1/3/2023 9:18,11.016
1/3/2023 9:24,11.067
1/3/2023 9:30,11.122
1/3/2023 9:36,11.183
1/3/2023 9:42,11.248
1/3/2023 9:48,11.317
1/3/2023 9:54,11.389
1/3/2023 10:00,11.465
1/3/2023 10:06,11.544
1/3/2023 10:12,11.625
1/3/2023 10:18,11.708
1/3/2023 10:24,11.793
1/3/2023 10:30,11.88
1/3/2023 10:36,11.967
1/3/2023 10:42,12.055
1/3/2023 10:48,12.143
1/3/2023 10:54,12.231
1/3/2023 11:00,12.319
1/3/2023 11:06,12.406
1/3/2023 11:12,12.492
1/3/2023 11:18,12.576
1/3/2023 11:24,12.659
1/3/2023 11:30,12.74
1/3/2023 11:36,12.818
1/3/2023 11:42,12.894
1/3/2023 11:48,12.967
1/3/2023 11:54,13.037
1/3/2023 12:00,13.103
1/3/2023 12:06,13.166
1/3/2023 12:12,13.224
1/3/2023 12:18,13.279
1/3/2023 12:24,13.329
1/3/2023 12:30,13.374
1/3/2023 12:36,13.413
1/3/2023 12:42,13.448
1/3/2023 12:48,13.477
1/3/2023 12:54,13.5
1/3/2023 13:00,13.517
1/3/2023 13:06,13.527
1/3/2023 13:12,13.53
1/3/2023 13:18,13.527
1/3/2023 13:24,13.516
1/3/2023 13:30,13.498
1/3/2023 13:36,13.472
1/3/2023 13:42,13.439
1/3/2023 13:48,13.397
1/3/2023 13:54,13.347
1/3/2023 14:00,13.289
1/3/2023 14:06,13.222
1/3/2023 14:12,13.147
1/3/2023 14:18,13.063
1/3/2023 14:24,12.971
1/3/2023 14:30,12.869
1/3/2023 14:36,12.76
1/3/2023 14:42,12.641
1/3/2023 14:48,12.515
1/3/2023 14:54,12.379
1/3/2023 15:00,12.236
1/3/2023 15:06,12.085
1/3/2023 15:12,11.925
1/3/2023 15:18,11.758
1/3/2023 15:24,11.584
1/3/2023 15:30,11.402
1/3/2023 15:36,11.214
1/3/2023 15:42,11.019
1/3/2023 15:48,10.817
1/3/2023 15:54,10.61
1/3/2023 16:00,10.397
1/3/2023 16:06,10.179
1/3/2023 16:12,9.955
1/3/2023 16:18,9.728
1/3/2023 16:24,9.496
1/3/2023 16:30,9.26
1/3/2023 16:36,9.021
1/3/2023 16:42,8.778
1/3/2023 16:48,8.533
1/3/2023 16:54,8.286
1/3/2023 17:00,8.037
1/3/2023 17:06,7.787
1/3/2023 17:12,7.535
1/3/2023 17:18,7.283
1/3/2023 17:24,7.03
1/3/2023 17:30,6.778
1/3/2023 17:36,6.526
1/3/2023 17:42,6.275
1/3/2023 17:48,6.026
1/3/2023 17:54,5.779
1/3/2023 18:00,5.535
1/3/2023 18:06,5.293
1/3/2023 18:12,5.055
1/3/2023 18:18,4.82
1/3/2023 18:24,4.59
1/3/2023 18:30,4.366
1/3/2023 18:36,4.146
1/3/2023 18:42,3.933
1/3/2023 18:48,3.726
1/3/2023 18:54,3.526
1/3/2023 19:00,3.334
1/3/2023 19:06,3.15
1/3/2023 19:12,2.975
1/3/2023 19:18,2.809
1/3/2023 19:24,2.653
1/3/2023 19:30,2.507
1/3/2023 19:36,2.372
1/3/2023 19:42,2.247
1/3/2023 19:48,2.135
1/3/2023 19:54,2.033
1/3/2023 20:00,1.945
1/3/2023 20:06,1.868
1/3/2023 20:12,1.805
1/3/2023 20:18,1.754
1/3/2023 20:24,1.716
1/3/2023 20:30,1.691
1/3/2023 20:36,1.68
1/3/2023 20:42,1.682
1/3/2023 20:48,1.697
1/3/2023 20:54,1.725
1/3/2023 21:00,1.766
1/3/2023 21:06,1.82
1/3/2023 21:12,1.886
1/3/2023 21:18,1.965
1/3/2023 21:24,2.055
1/3/2023 21:30,2.157
1/3/2023 21:36,2.27
1/3/2023 21:42,2.394
1/3/2023 21:48,2.529
1/3/2023 21:54,2.672
1/3/2023 22:00,2.826
1/3/2023 22:06,2.988
1/3/2023 22:12,3.158
1/3/2023 22:18,3.336
1/3/2023 22:24,3.521
1/3/2023 22:30,3.713
1/3/2023 22:36,3.911
1/3/2023 22:42,4.115
1/3/2023 22:48,4.323
1/3/2023 22:54,4.537
1/3/2023 23:00,4.754
1/3/2023 23:06,4.975
1/3/2023 23:12,5.2
1/3/2023 23:18,5.427
1/3/2023 23:24,5.656
1/3/2023 23:30,5.888
1/3/2023 23:36,6.121
1/3/2023 23:42,6.356
1/3/2023 23:48,6.591
1/3/2023 23:54,6.827
1/4/2023 0:00,7.063
1/4/2023 0:06,7.299
1/4/2023 0:12,7.535
1/4/2023 0:18,7.77
1/4/2023 0:24,8.005
1/4/2023 0:30,8.238
1/4/2023 0:36,8.47
1/4/2023 0:42,8.7
1/4/2023 0:48,8.929
1/4/2023 0:54,9.155
1/4/2023 1:00,9.378
1/4/2023 1:06,9.6
1/4/2023 1:12,9.818
1/4/2023 1:18,10.033
1/4/2023 1:24,10.244
1/4/2023 1:30,10.452
1/4/2023 1:36,10.656
1/4/2023 1:42,10.856
1/4/2023 1:48,11.051
1/4/2023 1:54,11.242
1/4/2023 2:00,11.428
1/4/2023 2:06,11.609
1/4/2023 2:12,11.784
1/4/2023 2:18,11.954
1/4/2023 2:24,12.118
1/4/2023 2:30,12.276
1/4/2023 2:36,12.428
1/4/2023 2:42,12.574
1/4/2023 2:48,12.713
1/4/2023 2:54,12.846
1/4/2023 3:00,12.972
1/4/2023 3:06,13.091
1/4/2023 3:12,13.204
1/4/2023 3:18,13.309
1/4/2023 3:24,13.408
1/4/2023 3:30,13.5
1/4/2023 3:36,13.585
1/4/2023 3:42,13.662
1/4/2023 3:48,13.733
1/4/2023 3:54,13.797
1/4/2023 4:00,13.854
1/4/2023 4:06,13.904
1/4/2023 4:12,13.947
1/4/2023 4:18,13.984
1/4/2023 4:24,14.014
1/4/2023 4:30,14.037
1/4/2023 4:36,14.053
1/4/2023 4:42,14.063
1/4/2023 4:48,14.067
1/4/2023 4:54,14.064
1/4/2023 5:00,14.055
1/4/2023 5:06,14.04
1/4/2023 5:12,14.019
1/4/2023 5:18,13.992
1/4/2023 5:24,13.958
1/4/2023 5:30,13.92
1/4/2023 5:36,13.875
1/4/2023 5:42,13.826
1/4/2023 5:48,13.77
1/4/2023 5:54,13.71
1/4/2023 6:00,13.645
1/4/2023 6:06,13.575
1/4/2023 6:12,13.501
1/4/2023 6:18,13.422
1/4/2023 6:24,13.34
1/4/2023 6:30,13.253
1/4/2023 6:36,13.164
1/4/2023 6:42,13.071
1/4/2023 6:48,12.976
1/4/2023 6:54,12.878
1/4/2023 7:00,12.779
1/4/2023 7:06,12.678
1/4/2023 7:12,12.576
1/4/2023 7:18,12.473
1/4/2023 7:24,12.371
1/4/2023 7:30,12.269
1/4/2023 7:36,12.168
1/4/2023 7:42,12.069
1/4/2023 7:48,11.971
1/4/2023 7:54,11.876
1/4/2023 8:00,11.784
1/4/2023 8:06,11.695
1/4/2023 8:12,11.61
1/4/2023 8:18,11.53
1/4/2023 8:24,11.454
1/4/2023 8:30,11.383
1/4/2023 8:36,11.318
1/4/2023 8:42,11.259
1/4/2023 8:48,11.205
1/4/2023 8:54,11.159
1/4/2023 9:00,11.118
1/4/2023 9:06,11.085
1/4/2023 9:12,11.058
1/4/2023 9:18,11.038
1/4/2023 9:24,11.025
1/4/2023 9:30,11.019
1/4/2023 9:36,11.02
1/4/2023 9:42,11.027
1/4/2023 9:48,11.041
1/4/2023 9:54,11.061
1/4/2023 10:00,11.088
1/4/2023 10:06,11.12
1/4/2023 10:12,11.158
1/4/2023 10:18,11.202
1/4/2023 10:24,11.25
1/4/2023 10:30,11.303
1/4/2023 10:36,11.36
1/4/2023 10:42,11.421
1/4/2023 10:48,11.485
1/4/2023 10:54,11.552
1/4/2023 11:00,11.622
1/4/2023 11:06,11.694
1/4/2023 11:12,11.768
1/4/2023 11:18,11.843
1/4/2023 11:24,11.92
1/4/2023 11:30,11.997
1/4/2023 11:36,12.074
1/4/2023 11:42,12.151
1/4/2023 11:48,12.227
1/4/2023 11:54,12.303
1/4/2023 12:00,12.378
1/4/2023 12:06,12.451
1/4/2023 12:12,12.522
1/4/2023 12:18,12.592
1/4/2023 12:24,12.659
1/4/2023 12:30,12.723
1/4/2023 12:36,12.784
1/4/2023 12:42,12.843
1/4/2023 12:48,12.897
1/4/2023 12:54,12.948
1/4/2023 13:00,12.995
1/4/2023 13:06,13.038
1/4/2023 13:12,13.076
1/4/2023 13:18,13.109
1/4/2023 13:24,13.137
1/4/2023 13:30,13.16
1/4/2023 13:36,13.177
1/4/2023 13:42,13.188
1/4/2023 13:48,13.194
1/4/2023 13:54,13.193
1/4/2023 14:00,13.185
1/4/2023 14:06,13.17
1/4/2023 14:12,13.149
1/4/2023 14:18,13.12
1/4/2023 14:24,13.083
1/4/2023 14:30,13.039
1/4/2023 14:36,12.987
1/4/2023 14:42,12.927
1/4/2023 14:48,12.859
1/4/2023 14:54,12.783
1/4/2023 15:00,12.698
1/4/2023 15:06,12.605
1/4/2023 15:12,12.503
1/4/2023 15:18,12.393
1/4/2023 15:24,12.275
1/4/2023 15:30,12.148
1/4/2023 15:36,12.013
1/4/2023 15:42,11.869
1/4/2023 15:48,11.718
1/4/2023 15:54,11.559
1/4/2023 16:00,11.392
1/4/2023 16:06,11.217
1/4/2023 16:12,11.035
1/4/2023 16:18,10.846
1/4/2023 16:24,10.651
1/4/2023 16:30,10.449
1/4/2023 16:36,10.24
1/4/2023 16:42,10.026
1/4/2023 16:48,9.807
1/4/2023 16:54,9.583
1/4/2023 17:00,9.353
1/4/2023 17:06,9.12
1/4/2023 17:12,8.882
1/4/2023 17:18,8.641
1/4/2023 17:24,8.397
1/4/2023 17:30,8.15
1/4/2023 17:36,7.901
1/4/2023 17:42,7.65
1/4/2023 17:48,7.397
1/4/2023 17:54,7.143
1/4/2023 18:00,6.889
1/4/2023 18:06,6.635
1/4/2023 18:12,6.38
1/4/2023 18:18,6.127
1/4/2023 18:24,5.875
1/4/2023 18:30,5.624
1/4/2023 18:36,5.376
1/4/2023 18:42,5.13
1/4/2023 18:48,4.888
1/4/2023 18:54,4.649
1/4/2023 19:00,4.414
1/4/2023 19:06,4.184
1/4/2023 19:12,3.959
1/4/2023 19:18,3.74
1/4/2023 19:24,3.528
1/4/2023 19:30,3.322
1/4/2023 19:36,3.124
1/4/2023 19:42,2.934
1/4/2023 19:48,2.752
1/4/2023 19:54,2.58
1/4/2023 20:00,2.417
1/4/2023 20:06,2.264
1/4/2023 20:12,2.122
1/4/2023 20:18,1.991
1/4/2023 20:24,1.871
1/4/2023 20:30,1.764
1/4/2023 20:36,1.669
1/4/2023 20:42,1.586
1/4/2023 20:48,1.517
1/4/2023 20:54,1.461
1/4/2023 21:00,1.418
