"Plot Title: Hood Head"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20815580, SEN S/N: 20815580)","Temp, °C (LGR S/N: 20815580, SEN S/N: 20815580)"
71,05/14/23 12:00:00 AM,14.13,10.68
72,05/14/23 12:30:00 AM,13.74,10.52
73,05/14/23 01:00:00 AM,13.60,10.36
74,05/14/23 01:30:00 AM,12.37,10.12
75,05/14/23 02:00:00 AM,12.91,10.30
76,05/14/23 02:30:00 AM,13.12,10.18
77,05/14/23 03:00:00 AM,13.69,10.26
78,05/14/23 03:30:00 AM,13.89,10.34
79,05/14/23 04:00:00 AM,13.55,10.42
80,05/14/23 04:30:00 AM,14.22,10.52
81,05/14/23 05:00:00 AM,14.60,10.72
82,05/14/23 05:30:00 AM,14.84,10.68
83,05/14/23 06:00:00 AM,14.73,10.70
84,05/14/23 06:30:00 AM,14.72,10.72
85,05/14/23 07:00:00 AM,14.95,10.74
86,05/14/23 07:30:00 AM,14.77,10.68
87,05/14/23 08:00:00 AM,15.01,10.70
88,05/14/23 08:30:00 AM,14.61,10.66
89,05/14/23 09:00:00 AM,14.05,10.60
90,05/14/23 09:30:00 AM,14.12,10.44
91,05/14/23 10:00:00 AM,13.48,10.34
92,05/14/23 10:30:00 AM,13.31,10.38
93,05/14/23 11:00:00 AM,15.05,10.66
94,05/14/23 11:30:00 AM,15.63,11.02
95,05/14/23 12:00:00 PM,15.87,11.06
96,05/14/23 12:30:00 PM,16.11,11.20
97,05/14/23 01:00:00 PM,16.44,11.42
98,05/14/23 01:30:00 PM,16.63,11.50
99,05/14/23 02:00:00 PM,16.05,11.54
100,05/14/23 02:30:00 PM,16.14,11.40
101,05/14/23 03:00:00 PM,16.73,11.94
102,05/14/23 03:30:00 PM,17.29,11.90
103,05/14/23 04:00:00 PM,17.83,12.48
104,05/14/23 04:30:00 PM,18.33,12.42
105,05/14/23 05:00:00 PM,18.34,12.44
106,05/14/23 05:30:00 PM,18.56,12.38
107,05/14/23 06:00:00 PM,18.60,12.32
108,05/14/23 06:30:00 PM,18.71,12.24
109,05/14/23 07:00:00 PM,17.89,12.20
110,05/14/23 07:30:00 PM,17.65,12.26
111,05/14/23 08:00:00 PM,17.76,12.04
112,05/14/23 08:30:00 PM,14.25,10.96
113,05/14/23 09:00:00 PM,16.64,11.20
114,05/14/23 09:30:00 PM,15.35,11.12
115,05/14/23 10:00:00 PM,13.64,10.64
116,05/14/23 10:30:00 PM,16.45,11.18
117,05/14/23 11:00:00 PM,14.80,11.16
118,05/14/23 11:30:00 PM,16.09,11.52
119,05/15/23 12:00:00 AM,13.53,10.64
120,05/15/23 12:30:00 AM,13.23,10.36
121,05/15/23 01:00:00 AM,13.53,10.48
122,05/15/23 01:30:00 AM,13.48,10.40
123,05/15/23 02:00:00 AM,12.64,10.24
124,05/15/23 02:30:00 AM,14.47,10.78
125,05/15/23 03:00:00 AM,13.33,10.32
126,05/15/23 03:30:00 AM,12.72,10.16
127,05/15/23 04:00:00 AM,13.51,10.26
128,05/15/23 04:30:00 AM,13.47,10.38
129,05/15/23 05:00:00 AM,13.64,10.38
130,05/15/23 05:30:00 AM,13.50,10.42
131,05/15/23 06:00:00 AM,15.06,10.88
132,05/15/23 06:30:00 AM,14.49,10.80
133,05/15/23 07:00:00 AM,14.78,10.84
134,05/15/23 07:30:00 AM,14.34,10.84
135,05/15/23 08:00:00 AM,14.18,10.70
136,05/15/23 08:30:00 AM,13.77,10.66
137,05/15/23 09:00:00 AM,14.04,10.66
138,05/15/23 09:30:00 AM,14.50,10.78
139,05/15/23 10:00:00 AM,15.14,10.96
140,05/15/23 10:30:00 AM,15.01,10.94
141,05/15/23 11:00:00 AM,14.93,11.02
142,05/15/23 11:30:00 AM,15.05,11.00
143,05/15/23 12:00:00 PM,14.58,10.76
144,05/15/23 12:30:00 PM,14.38,10.84
145,05/15/23 01:00:00 PM,14.68,11.02
146,05/15/23 01:30:00 PM,15.59,10.96
147,05/15/23 02:00:00 PM,14.16,10.66
148,05/15/23 02:30:00 PM,14.50,10.44
149,05/15/23 03:00:00 PM,14.85,10.92
150,05/15/23 03:30:00 PM,16.04,11.54
151,05/15/23 04:00:00 PM,17.83,12.12
152,05/15/23 04:30:00 PM,15.74,11.96
153,05/15/23 05:00:00 PM,15.70,11.60
154,05/15/23 05:30:00 PM,16.88,12.06
155,05/15/23 06:00:00 PM,17.01,12.58
156,05/15/23 06:30:00 PM,18.09,12.56
157,05/15/23 07:00:00 PM,17.11,12.16
158,05/15/23 07:30:00 PM,17.03,11.84
159,05/15/23 08:00:00 PM,17.07,11.78
160,05/15/23 08:30:00 PM,16.89,11.72
161,05/15/23 09:00:00 PM,17.17,11.82
162,05/15/23 09:30:00 PM,17.18,11.92
163,05/15/23 10:00:00 PM,16.84,11.78
164,05/15/23 10:30:00 PM,17.06,11.88
165,05/15/23 11:00:00 PM,16.85,11.70
166,05/15/23 11:30:00 PM,17.28,11.92
167,05/16/23 12:00:00 AM,16.89,11.88
168,05/16/23 12:30:00 AM,16.34,11.48
169,05/16/23 01:00:00 AM,16.21,11.60
170,05/16/23 01:30:00 AM,15.93,11.60
171,05/16/23 02:00:00 AM,15.11,11.20
172,05/16/23 02:30:00 AM,14.70,11.26
173,05/16/23 03:00:00 AM,14.83,11.10
174,05/16/23 03:30:00 AM,14.45,10.98
175,05/16/23 04:00:00 AM,13.40,10.66
176,05/16/23 04:30:00 AM,13.47,10.62
177,05/16/23 05:00:00 AM,13.72,10.64
178,05/16/23 05:30:00 AM,12.78,10.30
179,05/16/23 06:00:00 AM,12.37,10.10
180,05/16/23 06:30:00 AM,12.95,10.52
181,05/16/23 07:00:00 AM,14.59,11.22
182,05/16/23 07:30:00 AM,15.36,11.88
183,05/16/23 08:00:00 AM,15.69,11.92
184,05/16/23 08:30:00 AM,15.34,12.22
185,05/16/23 09:00:00 AM,15.26,12.22
186,05/16/23 09:30:00 AM,15.33,12.56
187,05/16/23 10:00:00 AM,15.40,12.82
188,05/16/23 10:30:00 AM,15.36,12.90
189,05/16/23 11:00:00 AM,15.24,11.84
190,05/16/23 11:30:00 AM,15.39,11.58
191,05/16/23 12:00:00 PM,15.17,11.88
192,05/16/23 12:30:00 PM,16.11,12.18
193,05/16/23 01:00:00 PM,16.37,12.56
194,05/16/23 01:30:00 PM,15.15,11.70
195,05/16/23 02:00:00 PM,16.97,12.04
196,05/16/23 02:30:00 PM,16.88,13.16
197,05/16/23 03:00:00 PM,16.80,12.34
198,05/16/23 03:30:00 PM,16.48,12.14
199,05/16/23 04:00:00 PM,15.64,11.86
200,05/16/23 04:30:00 PM,16.79,12.50
201,05/16/23 05:00:00 PM,15.93,12.54
202,05/16/23 05:30:00 PM,16.21,12.38
203,05/16/23 06:00:00 PM,16.09,12.28
204,05/16/23 06:30:00 PM,15.72,12.12
205,05/16/23 07:00:00 PM,15.16,11.78
206,05/16/23 07:30:00 PM,15.09,11.76
207,05/16/23 08:00:00 PM,16.05,12.68
208,05/16/23 08:30:00 PM,16.51,13.12
209,05/16/23 09:00:00 PM,16.55,13.50
210,05/16/23 09:30:00 PM,16.35,13.08
211,05/16/23 10:00:00 PM,16.30,13.34
212,05/16/23 10:30:00 PM,16.59,13.50
213,05/16/23 11:00:00 PM,16.58,13.60
214,05/16/23 11:30:00 PM,16.02,13.34
215,05/17/23 12:00:00 AM,16.45,13.54
216,05/17/23 12:30:00 AM,16.27,13.50
217,05/17/23 01:00:00 AM,15.46,13.14
218,05/17/23 01:30:00 AM,16.07,13.12
219,05/17/23 02:00:00 AM,16.11,13.26
220,05/17/23 02:30:00 AM,14.85,12.38
221,05/17/23 03:00:00 AM,14.91,12.22
222,05/17/23 03:30:00 AM,14.87,12.20
223,05/17/23 04:00:00 AM,14.49,12.14
224,05/17/23 04:30:00 AM,14.54,12.16
225,05/17/23 05:00:00 AM,14.24,11.86
226,05/17/23 05:30:00 AM,13.80,11.64
227,05/17/23 06:00:00 AM,13.37,11.12
228,05/17/23 06:30:00 AM,14.61,12.04
229,05/17/23 07:00:00 AM,14.18,11.94
230,05/17/23 07:30:00 AM,14.63,12.12
231,05/17/23 08:00:00 AM,15.02,13.40
232,05/17/23 08:30:00 AM,14.99,13.30
233,05/17/23 09:00:00 AM,14.77,13.16
234,05/17/23 09:30:00 AM,15.02,13.28
235,05/17/23 10:00:00 AM,14.78,13.58
236,05/17/23 10:30:00 AM,15.06,13.54
237,05/17/23 11:00:00 AM,15.31,13.60
238,05/17/23 11:30:00 AM,14.92,12.92
239,05/17/23 12:00:00 PM,14.79,12.68
240,05/17/23 12:30:00 PM,14.81,12.56
241,05/17/23 01:00:00 PM,15.70,13.22
242,05/17/23 01:30:00 PM,13.71,12.30
243,05/17/23 02:00:00 PM,13.92,11.66
244,05/17/23 02:30:00 PM,15.80,12.94
245,05/17/23 03:00:00 PM,15.28,12.56
246,05/17/23 03:30:00 PM,14.45,12.06
247,05/17/23 04:00:00 PM,15.45,12.30
248,05/17/23 04:30:00 PM,14.26,11.84
249,05/17/23 05:00:00 PM,15.54,12.52
250,05/17/23 05:30:00 PM,14.35,12.02
251,05/17/23 06:00:00 PM,13.53,11.68
252,05/17/23 06:30:00 PM,13.94,11.30
253,05/17/23 07:00:00 PM,14.61,12.26
254,05/17/23 07:30:00 PM,14.47,12.04
255,05/17/23 08:00:00 PM,13.95,11.68
256,05/17/23 08:30:00 PM,13.45,11.46
257,05/17/23 09:00:00 PM,12.74,11.06
258,05/17/23 09:30:00 PM,12.92,10.86
259,05/17/23 10:00:00 PM,14.78,12.16
260,05/17/23 10:30:00 PM,14.41,12.00
261,05/17/23 11:00:00 PM,14.80,12.12
262,05/17/23 11:30:00 PM,14.62,12.08
263,05/18/23 12:00:00 AM,15.21,12.26
264,05/18/23 12:30:00 AM,14.98,12.34
265,05/18/23 01:00:00 AM,15.05,12.40
266,05/18/23 01:30:00 AM,15.58,12.50
267,05/18/23 02:00:00 AM,15.50,12.64
268,05/18/23 02:30:00 AM,14.70,12.34
269,05/18/23 03:00:00 AM,15.01,12.34
270,05/18/23 03:30:00 AM,14.77,12.40
271,05/18/23 04:00:00 AM,14.37,12.28
272,05/18/23 04:30:00 AM,14.08,11.92
273,05/18/23 05:00:00 AM,13.64,11.64
274,05/18/23 05:30:00 AM,13.39,11.48
275,05/18/23 06:00:00 AM,12.96,11.30
276,05/18/23 06:30:00 AM,12.50,10.74
277,05/18/23 07:00:00 AM,12.89,11.28
278,05/18/23 07:30:00 AM,13.99,11.68
279,05/18/23 08:00:00 AM,12.89,11.40
280,05/18/23 08:30:00 AM,14.36,11.74
281,05/18/23 09:00:00 AM,14.32,12.24
282,05/18/23 09:30:00 AM,14.50,12.30
283,05/18/23 10:00:00 AM,14.60,12.38
284,05/18/23 10:30:00 AM,14.35,12.40
285,05/18/23 11:00:00 AM,14.55,12.32
286,05/18/23 11:30:00 AM,14.57,12.34
287,05/18/23 12:00:00 PM,14.61,12.26
288,05/18/23 12:30:00 PM,14.90,12.26
289,05/18/23 01:00:00 PM,14.61,11.92
290,05/18/23 01:30:00 PM,14.01,11.86
291,05/18/23 02:00:00 PM,14.67,12.06
292,05/18/23 02:30:00 PM,13.72,11.56
293,05/18/23 03:00:00 PM,13.53,11.30
294,05/18/23 03:30:00 PM,13.90,11.70
295,05/18/23 04:00:00 PM,14.03,11.60
296,05/18/23 04:30:00 PM,13.64,11.36
297,05/18/23 05:00:00 PM,14.39,11.54
298,05/18/23 05:30:00 PM,14.43,11.86
299,05/18/23 06:00:00 PM,13.94,11.64
300,05/18/23 06:30:00 PM,14.38,11.70
301,05/18/23 07:00:00 PM,14.12,11.64
302,05/18/23 07:30:00 PM,14.02,11.62
303,05/18/23 08:00:00 PM,14.06,11.54
304,05/18/23 08:30:00 PM,13.50,11.34
305,05/18/23 09:00:00 PM,13.55,11.36
306,05/18/23 09:30:00 PM,13.00,11.20
307,05/18/23 10:00:00 PM,12.75,11.14
308,05/18/23 10:30:00 PM,12.70,10.98
309,05/18/23 11:00:00 PM,12.52,10.84
310,05/18/23 11:30:00 PM,12.09,10.74
311,05/19/23 12:00:00 AM,12.33,10.60
312,05/19/23 12:30:00 AM,12.49,10.74
313,05/19/23 01:00:00 AM,12.32,10.52
314,05/19/23 01:30:00 AM,12.43,10.52
315,05/19/23 02:00:00 AM,12.22,10.52
316,05/19/23 02:30:00 AM,12.91,10.82
317,05/19/23 03:00:00 AM,13.18,10.92
318,05/19/23 03:30:00 AM,13.01,10.92
319,05/19/23 04:00:00 AM,14.01,11.68
320,05/19/23 04:30:00 AM,13.62,11.52
321,05/19/23 05:00:00 AM,13.39,11.46
322,05/19/23 05:30:00 AM,13.01,11.30
323,05/19/23 06:00:00 AM,12.62,11.16
324,05/19/23 06:30:00 AM,12.25,10.94
325,05/19/23 07:00:00 AM,12.16,10.68
326,05/19/23 07:30:00 AM,12.38,10.62
327,05/19/23 08:00:00 AM,13.44,11.14
328,05/19/23 08:30:00 AM,13.06,11.06
329,05/19/23 09:00:00 AM,13.39,11.48
330,05/19/23 09:30:00 AM,14.27,12.10
331,05/19/23 10:00:00 AM,14.24,12.62
332,05/19/23 10:30:00 AM,14.12,12.76
333,05/19/23 11:00:00 AM,14.10,12.58
334,05/19/23 11:30:00 AM,14.27,12.60
335,05/19/23 12:00:00 PM,14.94,13.12
336,05/19/23 12:30:00 PM,14.77,12.80
337,05/19/23 01:00:00 PM,14.33,12.20
338,05/19/23 01:30:00 PM,14.30,12.04
339,05/19/23 02:00:00 PM,14.72,12.30
340,05/19/23 02:30:00 PM,13.61,11.90
341,05/19/23 03:00:00 PM,13.14,11.44
342,05/19/23 03:30:00 PM,14.00,11.76
343,05/19/23 04:00:00 PM,13.94,11.84
344,05/19/23 04:30:00 PM,14.18,12.06
345,05/19/23 05:00:00 PM,14.05,11.98
346,05/19/23 05:30:00 PM,13.34,11.56
347,05/19/23 06:00:00 PM,13.29,11.28
348,05/19/23 06:30:00 PM,14.74,11.94
349,05/19/23 07:00:00 PM,14.65,12.24
350,05/19/23 07:30:00 PM,14.50,11.84
351,05/19/23 08:00:00 PM,13.91,11.86
352,05/19/23 08:30:00 PM,12.90,11.20
353,05/19/23 09:00:00 PM,13.12,11.18
354,05/19/23 09:30:00 PM,12.67,11.14
355,05/19/23 10:00:00 PM,12.67,11.02
356,05/19/23 10:30:00 PM,12.50,11.06
357,05/19/23 11:00:00 PM,12.42,10.94
358,05/19/23 11:30:00 PM,11.87,10.92
359,05/20/23 12:00:00 AM,13.06,11.16
360,05/20/23 12:30:00 AM,12.86,11.40
361,05/20/23 01:00:00 AM,13.04,11.64
362,05/20/23 01:30:00 AM,13.14,11.68
363,05/20/23 02:00:00 AM,13.53,11.78
364,05/20/23 02:30:00 AM,13.36,11.78
365,05/20/23 03:00:00 AM,13.47,11.76
366,05/20/23 03:30:00 AM,13.38,11.82
367,05/20/23 04:00:00 AM,13.33,11.82
368,05/20/23 04:30:00 AM,13.35,11.84
369,05/20/23 05:00:00 AM,12.90,11.64
370,05/20/23 05:30:00 AM,12.82,11.52
371,05/20/23 06:00:00 AM,13.01,11.50
372,05/20/23 06:30:00 AM,12.70,11.44
373,05/20/23 07:00:00 AM,12.59,11.32
374,05/20/23 07:30:00 AM,12.61,11.30
375,05/20/23 08:00:00 AM,13.84,11.56
376,05/20/23 08:30:00 AM,13.60,12.32
377,05/20/23 09:00:00 AM,13.85,12.76
378,05/20/23 09:30:00 AM,14.07,13.04
379,05/20/23 10:00:00 AM,14.08,13.06
380,05/20/23 10:30:00 AM,14.06,13.16
381,05/20/23 11:00:00 AM,14.29,13.34
382,05/20/23 11:30:00 AM,14.21,13.16
383,05/20/23 12:00:00 PM,13.75,12.74
384,05/20/23 12:30:00 PM,13.39,12.38
385,05/20/23 01:00:00 PM,13.52,12.14
386,05/20/23 01:30:00 PM,13.34,12.20
387,05/20/23 02:00:00 PM,13.50,11.98
388,05/20/23 02:30:00 PM,14.19,12.80
389,05/20/23 03:00:00 PM,13.62,12.20
390,05/20/23 03:30:00 PM,14.23,12.08
391,05/20/23 04:00:00 PM,13.66,12.02
392,05/20/23 04:30:00 PM,13.99,12.04
393,05/20/23 05:00:00 PM,13.91,12.02
394,05/20/23 05:30:00 PM,12.93,11.76
395,05/20/23 06:00:00 PM,12.63,11.62
396,05/20/23 06:30:00 PM,13.26,11.66
397,05/20/23 07:00:00 PM,13.73,11.88
398,05/20/23 07:30:00 PM,14.29,12.06
399,05/20/23 08:00:00 PM,13.34,11.90
400,05/20/23 08:30:00 PM,13.40,11.74
401,05/20/23 09:00:00 PM,12.93,11.46
402,05/20/23 09:30:00 PM,12.57,11.24
403,05/20/23 10:00:00 PM,12.64,11.28
404,05/20/23 10:30:00 PM,12.90,11.54
405,05/20/23 11:00:00 PM,13.16,11.76
406,05/20/23 11:30:00 PM,12.65,11.48
407,05/21/23 12:00:00 AM,12.50,11.46
408,05/21/23 12:30:00 AM,12.78,11.56
409,05/21/23 01:00:00 AM,12.74,11.62
410,05/21/23 01:30:00 AM,13.11,11.74
411,05/21/23 02:00:00 AM,12.72,11.68
412,05/21/23 02:30:00 AM,11.44,10.86
413,05/21/23 03:00:00 AM,11.72,10.68
414,05/21/23 03:30:00 AM,11.66,10.84
415,05/21/23 04:00:00 AM,11.60,10.64
416,05/21/23 04:30:00 AM,11.76,10.70
417,05/21/23 05:00:00 AM,12.29,11.12
418,05/21/23 05:30:00 AM,12.43,11.22
419,05/21/23 06:00:00 AM,13.00,11.66
420,05/21/23 06:30:00 AM,13.16,11.78
421,05/21/23 07:00:00 AM,12.52,11.46
422,05/21/23 07:30:00 AM,12.37,11.48
423,05/21/23 08:00:00 AM,12.07,11.30
424,05/21/23 08:30:00 AM,11.83,11.16
425,05/21/23 09:00:00 AM,12.41,11.52
426,05/21/23 09:30:00 AM,12.40,11.48
427,05/21/23 10:00:00 AM,12.35,11.30
428,05/21/23 10:30:00 AM,12.43,11.38
429,05/21/23 11:00:00 AM,12.85,11.48
430,05/21/23 11:30:00 AM,13.05,11.84
431,05/21/23 12:00:00 PM,12.82,11.82
432,05/21/23 12:30:00 PM,12.98,11.94
433,05/21/23 01:00:00 PM,13.16,11.92
434,05/21/23 01:30:00 PM,13.08,11.80
435,05/21/23 02:00:00 PM,13.33,11.94
436,05/21/23 02:30:00 PM,13.40,11.90
437,05/21/23 03:00:00 PM,13.41,11.84
438,05/21/23 03:30:00 PM,13.01,11.58
439,05/21/23 04:00:00 PM,13.22,11.62
440,05/21/23 04:30:00 PM,12.33,11.28
441,05/21/23 05:00:00 PM,12.59,11.26
442,05/21/23 05:30:00 PM,12.61,11.30
443,05/21/23 06:00:00 PM,12.38,11.24
444,05/21/23 06:30:00 PM,12.46,11.20
445,05/21/23 07:00:00 PM,12.43,11.20
446,05/21/23 07:30:00 PM,12.21,11.16
447,05/21/23 08:00:00 PM,11.92,11.00
448,05/21/23 08:30:00 PM,11.84,11.04
449,05/21/23 09:00:00 PM,11.64,10.98
450,05/21/23 09:30:00 PM,11.95,11.00
451,05/21/23 10:00:00 PM,11.75,10.88
452,05/21/23 10:30:00 PM,11.85,10.90
453,05/21/23 11:00:00 PM,11.85,10.92
454,05/21/23 11:30:00 PM,11.89,10.92
455,05/22/23 12:00:00 AM,11.87,10.96
456,05/22/23 12:30:00 AM,11.74,10.88
457,05/22/23 01:00:00 AM,11.69,10.88
458,05/22/23 01:30:00 AM,11.70,10.94
459,05/22/23 02:00:00 AM,11.76,10.94
460,05/22/23 02:30:00 AM,11.66,10.84
461,05/22/23 03:00:00 AM,10.86,10.60
462,05/22/23 03:30:00 AM,11.00,10.54
463,05/22/23 04:00:00 AM,11.03,10.50
464,05/22/23 04:30:00 AM,11.55,10.78
465,05/22/23 05:00:00 AM,11.21,10.62
466,05/22/23 05:30:00 AM,11.06,10.48
467,05/22/23 06:00:00 AM,11.41,10.68
468,05/22/23 06:30:00 AM,11.47,10.70
469,05/22/23 07:00:00 AM,11.51,10.74
470,05/22/23 07:30:00 AM,11.73,10.96
471,05/22/23 08:00:00 AM,11.48,10.94
472,05/22/23 08:30:00 AM,11.51,10.86
473,05/22/23 09:00:00 AM,11.84,11.06
474,05/22/23 09:30:00 AM,11.80,11.08
475,05/22/23 10:00:00 AM,12.50,11.78
476,05/22/23 10:30:00 AM,12.53,12.14
477,05/22/23 11:00:00 AM,12.47,12.36
478,05/22/23 11:30:00 AM,12.39,12.74
479,05/22/23 12:00:00 PM,12.56,12.48
480,05/22/23 12:30:00 PM,12.87,12.80
481,05/22/23 01:00:00 PM,13.01,12.84
482,05/22/23 01:30:00 PM,13.00,12.72
483,05/22/23 02:00:00 PM,12.84,12.14
484,05/22/23 02:30:00 PM,12.82,11.90
485,05/22/23 03:00:00 PM,13.00,12.00
486,05/22/23 03:30:00 PM,12.87,12.02
487,05/22/23 04:00:00 PM,12.84,11.84
488,05/22/23 04:30:00 PM,13.14,12.24
489,05/22/23 05:00:00 PM,11.88,11.44
490,05/22/23 05:30:00 PM,11.64,11.04
491,05/22/23 06:00:00 PM,12.69,11.74
492,05/22/23 06:30:00 PM,12.29,11.54
493,05/22/23 07:00:00 PM,12.30,11.56
494,05/22/23 07:30:00 PM,12.82,11.86
495,05/22/23 08:00:00 PM,12.37,11.64
496,05/22/23 08:30:00 PM,12.33,11.54
497,05/22/23 09:00:00 PM,12.04,11.50
498,05/22/23 09:30:00 PM,11.81,11.36
499,05/22/23 10:00:00 PM,11.86,11.38
500,05/22/23 10:30:00 PM,12.18,11.56
501,05/22/23 11:00:00 PM,11.92,11.34
502,05/22/23 11:30:00 PM,12.15,11.52
503,05/23/23 12:00:00 AM,12.24,11.72
504,05/23/23 12:30:00 AM,11.56,11.56
505,05/23/23 01:00:00 AM,11.65,11.52
506,05/23/23 01:30:00 AM,11.37,11.38
507,05/23/23 02:00:00 AM,11.28,11.30
508,05/23/23 02:30:00 AM,11.40,11.52
509,05/23/23 03:00:00 AM,11.60,11.58
510,05/23/23 03:30:00 AM,11.27,11.48
511,05/23/23 04:00:00 AM,11.54,11.42
512,05/23/23 04:30:00 AM,11.71,11.32
513,05/23/23 05:00:00 AM,11.62,11.24
514,05/23/23 05:30:00 AM,11.83,11.38
515,05/23/23 06:00:00 AM,11.58,11.12
516,05/23/23 06:30:00 AM,11.70,11.12
517,05/23/23 07:00:00 AM,11.91,11.42
518,05/23/23 07:30:00 AM,11.78,11.40
519,05/23/23 08:00:00 AM,11.42,11.24
520,05/23/23 08:30:00 AM,11.15,11.00
521,05/23/23 09:00:00 AM,11.27,11.30
522,05/23/23 09:30:00 AM,11.19,11.08
523,05/23/23 10:00:00 AM,11.69,11.46
524,05/23/23 10:30:00 AM,12.02,11.44
525,05/23/23 11:00:00 AM,12.21,11.76
526,05/23/23 11:30:00 AM,12.37,11.86
527,05/23/23 12:00:00 PM,12.69,12.34
528,05/23/23 12:30:00 PM,12.54,12.52
529,05/23/23 01:00:00 PM,12.38,12.70
530,05/23/23 01:30:00 PM,12.67,12.44
531,05/23/23 02:00:00 PM,12.73,12.56
532,05/23/23 02:30:00 PM,12.39,12.48
533,05/23/23 03:00:00 PM,12.39,12.06
534,05/23/23 03:30:00 PM,13.09,12.18
535,05/23/23 04:00:00 PM,12.75,12.36
536,05/23/23 04:30:00 PM,13.24,12.42
537,05/23/23 05:00:00 PM,13.27,12.34
538,05/23/23 05:30:00 PM,12.07,12.02
539,05/23/23 06:00:00 PM,12.16,11.74
540,05/23/23 06:30:00 PM,12.46,12.06
541,05/23/23 07:00:00 PM,12.26,11.96
542,05/23/23 07:30:00 PM,12.13,12.02
543,05/23/23 08:00:00 PM,12.59,11.96
544,05/23/23 08:30:00 PM,13.31,12.04
545,05/23/23 09:00:00 PM,12.44,12.02
546,05/23/23 09:30:00 PM,12.49,11.90
547,05/23/23 10:00:00 PM,12.18,11.72
548,05/23/23 10:30:00 PM,11.94,11.64
549,05/23/23 11:00:00 PM,11.86,11.70
550,05/23/23 11:30:00 PM,11.50,11.66
551,05/24/23 12:00:00 AM,11.89,11.62
552,05/24/23 12:30:00 AM,11.52,11.46
