"Date Time, GMT-07:00",DO_mgL,Temp_C
8/4/2023 3:26,11.38,16.54
8/4/2023 3:41,11.72,16.8
8/4/2023 3:56,11.59,16.96
8/4/2023 4:11,10.65,16.7
8/4/2023 4:26,11.21,16.62
8/4/2023 4:41,11.51,16.72
8/4/2023 4:56,10.69,16.14
8/4/2023 5:11,10.39,15.96
8/4/2023 5:26,10.25,15.8
8/4/2023 5:41,10.09,15.72
8/4/2023 5:56,10.14,15.7
8/4/2023 6:11,10.19,15.74
8/4/2023 6:26,10.04,15.74
8/4/2023 6:41,10.16,15.76
8/4/2023 6:56,10.15,15.82
8/4/2023 7:11,10.43,15.8
8/4/2023 7:26,10.64,15.8
8/4/2023 7:41,10.9,15.78
8/4/2023 7:56,10.91,15.78
8/4/2023 8:11,11,15.8
8/4/2023 8:26,11.23,15.86
8/4/2023 8:41,11.36,15.82
8/4/2023 8:56,11.54,15.86
8/4/2023 9:11,11.59,15.92
8/4/2023 9:26,11.83,15.98
8/4/2023 9:41,12.5,16.06
8/4/2023 9:56,12.68,16.18
8/4/2023 10:11,13.13,16.6
8/4/2023 10:26,13.67,17.16
8/4/2023 10:41,14.38,17.56
8/4/2023 10:56,14.29,17.62
8/4/2023 11:11,14.18,17.68
8/4/2023 11:26,14.13,17.86
8/4/2023 11:41,14.13,18.04
8/4/2023 11:56,14.24,18.38
8/4/2023 12:11,14.25,18.56
8/4/2023 12:26,14.62,19.34
8/4/2023 12:41,15.84,19.66
8/4/2023 12:56,15.17,20.56
8/4/2023 13:11,8.66,23.5
8/4/2023 13:26,8.49,25.04
8/4/2023 13:41,8.42,26.34
8/4/2023 13:56,8.36,27.08
8/4/2023 14:11,8.3,27.86
8/4/2023 14:26,8.14,28.98
8/4/2023 14:41,8.02,29.6
8/4/2023 14:56,7.89,30.24
8/4/2023 15:11,7.71,30.8
8/4/2023 15:26,7.64,31.14
8/4/2023 15:41,7.6,31.8
8/4/2023 15:56,17.11,32.78
8/4/2023 16:11,17.39,23.82
8/4/2023 16:26,17.57,20.52
8/4/2023 16:41,17.38,20.38
8/4/2023 16:56,16.57,19.92
8/4/2023 17:11,16.47,19.72
8/4/2023 17:26,16.38,19.78
8/4/2023 17:41,15.3,19.46
8/4/2023 17:56,14.7,18.9
8/4/2023 18:11,14.11,17.2
8/4/2023 18:26,13.74,16.8
8/4/2023 18:41,13.42,16.52
8/4/2023 18:56,14.04,16.84
8/4/2023 19:11,13.49,16.88
8/4/2023 19:26,13.55,16.9
8/4/2023 19:41,12.81,16.56
8/4/2023 19:56,12.57,16.32
8/4/2023 20:11,12.09,16.12
8/4/2023 20:26,11.82,15.98
8/4/2023 20:41,11.47,15.92
8/4/2023 20:56,11.47,15.84
8/4/2023 21:11,11.44,15.78
8/4/2023 21:26,11.18,15.72
8/4/2023 21:41,11.24,15.7
8/4/2023 21:56,11.11,15.72
8/4/2023 22:11,11.38,15.72
8/4/2023 22:26,11.31,15.8
8/4/2023 22:41,11.38,15.84
8/4/2023 22:56,11.38,15.84
8/4/2023 23:11,11.47,15.84
8/4/2023 23:26,11.51,15.84
8/4/2023 23:41,11.55,15.84
8/4/2023 23:56,11.49,15.84
8/5/2023 0:11,11.44,15.84
8/5/2023 0:26,11.51,15.88
8/5/2023 0:41,11.4,15.88
8/5/2023 0:56,11.37,15.88
8/5/2023 1:11,11.33,15.86
8/5/2023 1:26,11.29,15.86
8/5/2023 1:41,11.18,15.86
8/5/2023 1:56,11.03,15.86
8/5/2023 2:11,10.95,15.86
8/5/2023 2:26,10.71,15.88
8/5/2023 2:41,11.03,16.02
8/5/2023 2:56,10.03,16
8/5/2023 3:11,11.18,15.96
8/5/2023 3:26,14.52,17.28
8/5/2023 3:41,14.53,17.66
8/5/2023 3:56,14.49,17.72
8/5/2023 4:11,14.6,17.7
8/5/2023 4:26,13.9,17.72
8/5/2023 4:41,15.17,17.84
8/5/2023 4:56,13.46,17.72
8/5/2023 5:11,14.25,17.72
8/5/2023 5:26,11.44,17.28
8/5/2023 5:41,11.1,16.54
8/5/2023 5:56,10.8,16.34
8/5/2023 6:11,10.61,16.1
8/5/2023 6:26,10.54,15.96
8/5/2023 6:41,10.6,15.86
8/5/2023 6:56,10.72,15.84
8/5/2023 7:11,10.12,15.88
8/5/2023 7:26,10.14,15.9
8/5/2023 7:41,10.45,15.92
8/5/2023 7:56,10.55,15.92
8/5/2023 8:11,10.74,15.9
8/5/2023 8:26,10.92,15.9
8/5/2023 8:41,10.91,15.82
8/5/2023 8:56,10.89,15.76
8/5/2023 9:11,10.84,15.76
8/5/2023 9:26,10.91,15.8
8/5/2023 9:41,11.18,15.88
8/5/2023 9:56,11.36,15.92
8/5/2023 10:11,11.54,15.96
8/5/2023 10:26,11.92,16.06
8/5/2023 10:41,12.16,16.14
8/5/2023 10:56,12.28,16.2
8/5/2023 11:11,12.57,16.3
8/5/2023 11:26,13.18,16.54
8/5/2023 11:41,13.67,16.82
8/5/2023 11:56,14.05,17.02
8/5/2023 12:11,14.45,17.24
8/5/2023 12:26,14.49,17.34
8/5/2023 12:41,14.54,17.32
8/5/2023 12:56,14.58,17.3
8/5/2023 13:11,14.12,17.38
8/5/2023 13:26,13.8,17.4
8/5/2023 13:41,14.25,17.42
8/5/2023 13:56,14.19,17.48
8/5/2023 14:11,13.88,17.58
8/5/2023 14:26,9.67,18.28
8/5/2023 14:41,9.56,18.7
8/5/2023 14:56,9.52,18.82
8/5/2023 15:11,9.51,19.02
8/5/2023 15:26,9.42,19.1
8/5/2023 15:41,9.43,19.2
8/5/2023 15:56,9.46,19.1
8/5/2023 16:11,14.67,19.32
8/5/2023 16:26,15.9,17.9
8/5/2023 16:41,16.05,17.72
8/5/2023 16:56,15.86,18.06
8/5/2023 17:11,15.52,18.1
8/5/2023 17:26,13.37,17.26
8/5/2023 17:41,12.11,16.62
8/5/2023 17:56,11.75,16.58
8/5/2023 18:11,12.12,16.56
8/5/2023 18:26,12.88,16.82
8/5/2023 18:41,11.93,16.82
8/5/2023 18:56,12.71,16.9
8/5/2023 19:11,11.86,16.44
8/5/2023 19:26,11.41,16.2
8/5/2023 19:41,11.19,16.06
8/5/2023 19:56,10.8,16
8/5/2023 20:11,11.3,16.18
8/5/2023 20:26,10.79,16.16
8/5/2023 20:41,10.61,16.16
8/5/2023 20:56,10.85,16.06
8/5/2023 21:11,10.52,15.96
8/5/2023 21:26,10.58,15.94
8/5/2023 21:41,10.94,15.96
8/5/2023 21:56,10.84,15.94
8/5/2023 22:11,10.69,15.92
8/5/2023 22:26,11.01,15.92
8/5/2023 22:41,10.91,15.88
8/5/2023 22:56,10.97,15.84
8/5/2023 23:11,11.08,15.78
8/5/2023 23:26,11.06,15.74
8/5/2023 23:41,11.05,15.74
8/5/2023 23:56,11.01,15.76
8/6/2023 0:11,10.94,15.78
8/6/2023 0:26,10.95,15.78
8/6/2023 0:41,10.97,15.8
8/6/2023 0:56,10.93,15.8
8/6/2023 1:11,10.84,15.8
8/6/2023 1:26,10.74,15.8
8/6/2023 1:41,10.69,15.8
8/6/2023 1:56,10.58,15.8
8/6/2023 2:11,10.43,15.82
8/6/2023 2:26,10.32,15.84
8/6/2023 2:41,10.14,15.86
8/6/2023 2:56,10.2,15.88
8/6/2023 3:11,10.19,15.94
8/6/2023 3:26,10.08,15.96
8/6/2023 3:41,9.56,15.98
8/6/2023 3:56,9.29,15.98
8/6/2023 4:11,8.79,15.98
8/6/2023 4:26,8.75,15.98
8/6/2023 4:41,8.9,15.96
8/6/2023 4:56,9,15.98
8/6/2023 5:11,9.56,16.02
8/6/2023 5:26,9.99,16.08
8/6/2023 5:41,10.74,16.2
8/6/2023 5:56,11.32,16.4
8/6/2023 6:11,11.25,16.48
8/6/2023 6:26,10.8,16.44
8/6/2023 6:41,8.8,16.14
8/6/2023 6:56,9.43,16.04
8/6/2023 7:11,9.91,15.94
8/6/2023 7:26,10.03,15.86
8/6/2023 7:41,10.01,15.8
8/6/2023 7:56,9.95,15.78
8/6/2023 8:11,9.75,15.78
8/6/2023 8:26,9.93,15.86
8/6/2023 8:41,10.06,15.98
8/6/2023 8:56,10.22,15.96
8/6/2023 9:11,10.73,15.9
8/6/2023 9:26,10.74,15.84
8/6/2023 9:41,10.76,15.78
8/6/2023 9:56,10.73,15.74
8/6/2023 10:11,10.69,15.74
8/6/2023 10:26,10.59,15.78
8/6/2023 10:41,10.81,15.92
8/6/2023 10:56,11.27,16.08
8/6/2023 11:11,11.46,16.16
8/6/2023 11:26,12.12,16.38
8/6/2023 11:41,12.8,16.6
8/6/2023 11:56,12.81,16.64
8/6/2023 12:11,13.63,16.88
8/6/2023 12:26,13.64,17.16
8/6/2023 12:41,13.58,17.3
8/6/2023 12:56,13.7,17.32
8/6/2023 13:11,13.76,17.36
8/6/2023 13:26,13.78,17.3
8/6/2023 13:41,13.72,17.34
8/6/2023 13:56,13.89,17.42
8/6/2023 14:11,14.09,17.52
8/6/2023 14:26,14.51,17.64
8/6/2023 14:41,15.06,17.72
8/6/2023 14:56,15.45,17.9
8/6/2023 15:11,15.62,18.16
8/6/2023 15:26,14.8,18.92
8/6/2023 15:41,17.74,18.68
8/6/2023 15:56,17.76,17.96
8/6/2023 16:11,18.63,17.82
8/6/2023 16:26,19.46,17.72
8/6/2023 16:41,19.02,17.76
8/6/2023 16:56,18.45,17.76
8/6/2023 17:11,16.5,17.82
8/6/2023 17:26,15.47,17.44
8/6/2023 17:41,15.08,17.26
8/6/2023 17:56,14.09,16.84
8/6/2023 18:11,12.75,16.5
8/6/2023 18:26,12.11,16.28
8/6/2023 18:41,11.58,16.12
8/6/2023 18:56,11.39,16.06
8/6/2023 19:11,11.15,15.98
8/6/2023 19:26,10.99,15.98
8/6/2023 19:41,10.9,15.96
8/6/2023 19:56,10.69,15.94
8/6/2023 20:11,10.39,15.92
8/6/2023 20:26,10.37,15.9
8/6/2023 20:41,10.35,15.9
8/6/2023 20:56,10.4,15.9
8/6/2023 21:11,10.54,15.9
8/6/2023 21:26,10.41,15.92
8/6/2023 21:41,10.69,15.9
8/6/2023 21:56,10.65,15.8
8/6/2023 22:11,10.52,15.7
8/6/2023 22:26,10.49,15.66
8/6/2023 22:41,10.42,15.68
8/6/2023 22:56,10.46,15.72
8/6/2023 23:11,10.54,15.8
8/6/2023 23:26,11.44,16.02
8/6/2023 23:41,12.04,16.22
8/6/2023 23:56,12.09,16.28
8/7/2023 0:11,11.9,16.26
8/7/2023 0:26,11.79,16.24
8/7/2023 0:41,11.39,16.14
8/7/2023 0:56,11.3,16.08
8/7/2023 1:11,11.64,16.16
8/7/2023 1:26,11.89,16.26
8/7/2023 1:41,11.84,16.26
8/7/2023 1:56,12.03,16.32
8/7/2023 2:11,12.11,16.36
8/7/2023 2:26,11.92,16.34
8/7/2023 2:41,11.83,16.36
8/7/2023 2:56,11.73,16.36
8/7/2023 3:11,11.45,16.36
8/7/2023 3:26,11.19,16.36
8/7/2023 3:41,10.85,16.36
8/7/2023 3:56,10.76,16.38
8/7/2023 4:11,10.26,16.4
8/7/2023 4:26,9.63,16.38
8/7/2023 4:41,9.16,16.4
8/7/2023 4:56,8.84,16.4
8/7/2023 5:11,10.6,16.86
8/7/2023 5:26,9.83,16.92
8/7/2023 5:41,8.65,17.16
8/7/2023 5:56,8.96,16.98
8/7/2023 6:11,10.84,17.38
8/7/2023 6:26,11.82,17.58
8/7/2023 6:41,11.71,17.68
8/7/2023 6:56,11.53,17.66
8/7/2023 7:11,10.77,17.46
8/7/2023 7:26,10.32,17.04
8/7/2023 7:41,10.21,16.66
8/7/2023 7:56,10.13,16.24
8/7/2023 8:11,10.14,16.04
8/7/2023 8:26,10.08,15.88
8/7/2023 8:41,10.26,15.92
8/7/2023 8:56,9.69,16
8/7/2023 9:11,10.08,16.06
8/7/2023 9:26,10.47,16.22
8/7/2023 9:41,10.64,16.32
8/7/2023 9:56,10.88,16.32
8/7/2023 10:11,10.49,16.26
8/7/2023 10:26,10.99,16.12
8/7/2023 10:41,10.93,16.06
8/7/2023 10:56,11.01,16
8/7/2023 11:11,10.93,15.98
8/7/2023 11:26,10.81,15.82
8/7/2023 11:41,10.9,15.86
8/7/2023 11:56,10.93,15.88
8/7/2023 12:11,11.05,15.9
8/7/2023 12:26,11.57,16.04
8/7/2023 12:41,12.02,16.18
8/7/2023 12:56,11.8,16.14
8/7/2023 13:11,11.69,16.18
8/7/2023 13:26,12.04,16.22
8/7/2023 13:41,13.19,16.32
8/7/2023 13:56,14.37,16.48
8/7/2023 14:11,14.93,16.72
8/7/2023 14:26,15.25,16.88
8/7/2023 14:41,14.09,17.14
8/7/2023 14:56,13.59,17.52
8/7/2023 15:11,13.64,17.66
8/7/2023 15:26,13.63,17.9
8/7/2023 15:41,13.46,18.18
8/7/2023 15:56,13.47,18.38
8/7/2023 16:11,13.71,18.52
8/7/2023 16:26,13.79,18.6
8/7/2023 16:41,14.04,18.66
8/7/2023 16:56,14.2,18.72
8/7/2023 17:11,14.23,18.72
8/7/2023 17:26,14.16,18.72
8/7/2023 17:41,14.48,18.58
8/7/2023 17:56,15.03,18.38
8/7/2023 18:11,15.7,17.76
8/7/2023 18:26,14.79,17.4
8/7/2023 18:41,13.93,16.74
8/7/2023 18:56,12.05,16.28
8/7/2023 19:11,11.89,16.22
8/7/2023 19:26,12.57,16.54
8/7/2023 19:41,12.42,16.7
8/7/2023 19:56,11.4,16.28
8/7/2023 20:11,11.4,16.2
8/7/2023 20:26,11.55,16.34
8/7/2023 20:41,12.11,16.42
8/7/2023 20:56,12.16,16.36
8/7/2023 21:11,11.08,16.12
8/7/2023 21:26,10.04,15.8
8/7/2023 21:41,9.86,15.66
8/7/2023 21:56,9.73,15.6
8/7/2023 22:11,9.68,15.6
8/7/2023 22:26,9.62,15.56
8/7/2023 22:41,10,15.64
8/7/2023 22:56,10.22,15.72
8/7/2023 23:11,9.89,15.68
8/7/2023 23:26,9.78,15.66
8/7/2023 23:41,10.3,15.74
8/7/2023 23:56,10.53,15.8
8/8/2023 0:11,10.49,15.86
8/8/2023 0:26,10.68,15.94
8/8/2023 0:41,11.12,16.04
8/8/2023 0:56,11.11,16.02
8/8/2023 1:11,11.3,16.08
8/8/2023 1:26,11.71,16.22
8/8/2023 1:41,11.86,16.38
8/8/2023 1:56,11.99,16.54
8/8/2023 2:11,12.29,16.66
8/8/2023 2:26,12.36,16.7
8/8/2023 2:41,13.36,16.86
8/8/2023 2:56,13.7,17
8/8/2023 3:11,13.6,17.02
8/8/2023 3:26,13.55,17
8/8/2023 3:41,13.67,16.98
8/8/2023 3:56,13.67,17
8/8/2023 4:11,13.63,17
8/8/2023 4:26,13.85,17.04
8/8/2023 4:41,13.73,17.1
8/8/2023 4:56,12.8,16.96
8/8/2023 5:11,11.01,16.74
8/8/2023 5:26,10.63,16.72
8/8/2023 5:41,9.73,16.7
8/8/2023 5:56,8.55,16.56
8/8/2023 6:11,7.81,16.44
8/8/2023 6:26,8.67,16.6
8/8/2023 6:41,9.51,16.78
8/8/2023 6:56,10.63,17.04
8/8/2023 7:11,11.3,17.18
8/8/2023 7:26,11.91,17.28
8/8/2023 7:41,12.34,17.38
8/8/2023 7:56,12.48,17.4
8/8/2023 8:11,9.97,17.36
8/8/2023 8:26,9.64,17.18
8/8/2023 8:41,10.03,17.18
8/8/2023 8:56,11.41,17.14
8/8/2023 9:11,11.42,17.06
8/8/2023 9:26,11.47,16.96
8/8/2023 9:41,11.72,16.9
8/8/2023 9:56,11.79,16.96
8/8/2023 10:11,11.65,16.9
8/8/2023 10:26,12.01,16.9
8/8/2023 10:41,12.38,16.92
8/8/2023 10:56,11.33,16.42
8/8/2023 11:11,12.37,16.64
8/8/2023 11:26,10.62,16.56
8/8/2023 11:41,11.65,16.42
8/8/2023 11:56,11.79,16.38
8/8/2023 12:11,11.65,16.38
8/8/2023 12:26,11.76,16.34
8/8/2023 12:41,12.03,16.44
8/8/2023 12:56,12.89,16.56
8/8/2023 13:11,12.94,16.62
8/8/2023 13:26,13.58,16.7
8/8/2023 13:41,14.38,16.74
8/8/2023 13:56,14.38,16.8
8/8/2023 14:11,13.31,16.76
8/8/2023 14:26,12.6,16.5
8/8/2023 14:41,12.09,16.36
8/8/2023 14:56,12.02,16.3
8/8/2023 15:11,12.23,16.44
8/8/2023 15:26,13.59,16.98
8/8/2023 15:41,13.74,17.44
8/8/2023 15:56,13.6,17.08
8/8/2023 16:11,13.71,16.7
8/8/2023 16:26,13.49,16.58
8/8/2023 16:41,12.92,16.46
8/8/2023 16:56,14.01,17.84
8/8/2023 17:11,13.72,19.12
8/8/2023 17:26,13.72,19.26
8/8/2023 17:41,14.17,18.88
8/8/2023 17:56,14.28,18.36
8/8/2023 18:11,14.25,17.9
8/8/2023 18:26,14.46,16.82
8/8/2023 18:41,14.14,16.5
8/8/2023 18:56,13.01,16.34
8/8/2023 19:11,12.63,16.28
8/8/2023 19:26,12.15,16.22
8/8/2023 19:41,11.53,16.06
8/8/2023 19:56,10.84,15.92
8/8/2023 20:11,10.54,15.84
8/8/2023 20:26,10.17,15.78
8/8/2023 20:41,10,15.74
8/8/2023 20:56,10.06,15.78
8/8/2023 21:11,9.85,15.76
8/8/2023 21:26,9.64,15.74
8/8/2023 21:41,9.57,15.76
8/8/2023 21:56,9.75,15.78
8/8/2023 22:11,9.5,15.84
8/8/2023 22:26,10.08,15.92
8/8/2023 22:41,10.4,15.94
8/8/2023 22:56,10.07,15.94
8/8/2023 23:11,9.81,15.96
8/8/2023 23:26,9.6,15.98
8/8/2023 23:41,10.03,15.96
8/8/2023 23:56,9.83,15.96
8/9/2023 0:11,9.93,16.02
8/9/2023 0:26,9.93,16
8/9/2023 0:41,10.02,15.98
8/9/2023 0:56,10.63,16.06
8/9/2023 1:11,11.21,16.14
8/9/2023 1:26,11.17,16.18
8/9/2023 1:41,10.65,16.04
8/9/2023 1:56,11.02,16.02
8/9/2023 2:11,11.04,16.02
8/9/2023 2:26,11.2,16.02
8/9/2023 2:41,11.76,16.14
8/9/2023 2:56,12.76,16.4
8/9/2023 3:11,12.7,16.46
8/9/2023 3:26,12.69,16.58
8/9/2023 3:41,13.03,16.66
8/9/2023 3:56,13.05,16.7
8/9/2023 4:11,13.02,16.68
8/9/2023 4:26,13.2,16.7
8/9/2023 4:41,13.01,16.7
8/9/2023 4:56,12.44,16.7
8/9/2023 5:11,11.99,16.7
8/9/2023 5:26,11.26,16.7
