"Plot Title: Chel_DO_2"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21837009, SEN S/N: 21837009, LBL: DO)","Temp, °C (LGR S/N: 21837009, SEN S/N: 21837009, LBL: Temp)"
117,10/20/23 03:00:00 PM,7.89,14.66
118,10/20/23 03:15:00 PM,8.09,14.70
119,10/20/23 03:30:00 PM,8.06,14.72
120,10/20/23 03:45:00 PM,8.06,14.72
121,10/20/23 04:00:00 PM,8.31,14.72
122,10/20/23 04:15:00 PM,7.39,14.68
123,10/20/23 04:30:00 PM,7.47,14.62
124,10/20/23 04:45:00 PM,7.39,14.60
125,10/20/23 05:00:00 PM,7.45,14.64
126,10/20/23 05:15:00 PM,7.39,14.58
127,10/20/23 05:30:00 PM,7.13,14.48
128,10/20/23 05:45:00 PM,7.36,14.48
129,10/20/23 06:00:00 PM,7.50,14.54
130,10/20/23 06:15:00 PM,7.04,14.54
131,10/20/23 06:30:00 PM,6.89,14.44
132,10/20/23 06:45:00 PM,6.74,14.46
133,10/20/23 07:00:00 PM,6.59,14.40
134,10/20/23 07:15:00 PM,6.65,14.38
135,10/20/23 07:30:00 PM,6.49,14.36
136,10/20/23 07:45:00 PM,6.56,14.52
137,10/20/23 08:00:00 PM,7.32,14.76
138,10/20/23 08:15:00 PM,7.07,14.84
139,10/20/23 08:30:00 PM,6.65,14.82
140,10/20/23 08:45:00 PM,7.63,14.84
141,10/20/23 09:00:00 PM,7.58,14.80
142,10/20/23 09:15:00 PM,7.57,14.74
143,10/20/23 09:30:00 PM,7.32,14.72
144,10/20/23 09:45:00 PM,7.59,14.70
145,10/20/23 10:00:00 PM,8.02,14.78
146,10/20/23 10:15:00 PM,8.16,14.84
147,10/20/23 10:30:00 PM,8.24,14.86
148,10/20/23 10:45:00 PM,8.29,14.86
149,10/20/23 11:00:00 PM,8.33,14.84
150,10/20/23 11:15:00 PM,8.27,14.82
151,10/20/23 11:30:00 PM,8.01,14.82
152,10/20/23 11:45:00 PM,8.13,14.80
153,10/21/23 12:00:00 AM,8.27,14.82
154,10/21/23 12:15:00 AM,8.27,14.80
155,10/21/23 12:30:00 AM,8.31,14.80
156,10/21/23 12:45:00 AM,8.27,14.80
157,10/21/23 01:00:00 AM,8.25,14.80
158,10/21/23 01:15:00 AM,8.27,14.78
159,10/21/23 01:30:00 AM,8.19,14.78
160,10/21/23 01:45:00 AM,8.13,14.76
161,10/21/23 02:00:00 AM,7.99,14.76
162,10/21/23 02:15:00 AM,7.90,14.74
163,10/21/23 02:30:00 AM,7.77,14.74
164,10/21/23 02:45:00 AM,7.42,14.70
165,10/21/23 03:00:00 AM,6.86,14.58
166,10/21/23 03:15:00 AM,6.86,14.48
167,10/21/23 03:30:00 AM,9.52,13.00
168,10/21/23 03:45:00 AM,9.64,12.58
169,10/21/23 04:00:00 AM,9.69,12.44
170,10/21/23 04:15:00 AM,9.70,12.28
171,10/21/23 04:30:00 AM,9.75,12.18
172,10/21/23 04:45:00 AM,9.76,12.10
173,10/21/23 05:00:00 AM,9.78,12.04
174,10/21/23 05:15:00 AM,9.79,11.98
175,10/21/23 05:30:00 AM,9.78,11.98
176,10/21/23 05:45:00 AM,6.04,12.76
177,10/21/23 06:00:00 AM,6.40,14.32
178,10/21/23 06:15:00 AM,6.81,14.54
179,10/21/23 06:30:00 AM,7.13,14.60
180,10/21/23 06:45:00 AM,7.02,14.62
181,10/21/23 07:00:00 AM,6.59,14.62
182,10/21/23 07:15:00 AM,6.95,14.62
183,10/21/23 07:30:00 AM,6.81,14.62
184,10/21/23 07:45:00 AM,7.05,14.58
185,10/21/23 08:00:00 AM,6.85,14.60
186,10/21/23 08:15:00 AM,7.24,14.58
187,10/21/23 08:30:00 AM,7.33,14.58
188,10/21/23 08:45:00 AM,6.75,14.58
189,10/21/23 09:00:00 AM,6.90,14.58
190,10/21/23 09:15:00 AM,6.55,14.54
191,10/21/23 09:30:00 AM,7.35,14.56
192,10/21/23 09:45:00 AM,7.31,14.56
193,10/21/23 10:00:00 AM,7.33,14.54
194,10/21/23 10:15:00 AM,7.06,14.44
195,10/21/23 10:30:00 AM,6.85,14.36
196,10/21/23 10:45:00 AM,6.42,14.32
197,10/21/23 11:00:00 AM,6.67,14.34
198,10/21/23 11:15:00 AM,6.84,14.36
199,10/21/23 11:30:00 AM,6.65,14.36
200,10/21/23 11:45:00 AM,6.64,14.34
201,10/21/23 12:00:00 PM,6.81,14.32
202,10/21/23 12:15:00 PM,6.80,14.32
203,10/21/23 12:30:00 PM,6.80,14.32
204,10/21/23 12:45:00 PM,6.77,14.30
205,10/21/23 01:00:00 PM,6.73,14.28
206,10/21/23 01:15:00 PM,6.74,14.28
207,10/21/23 01:30:00 PM,6.75,14.28
208,10/21/23 01:45:00 PM,6.79,14.30
209,10/21/23 02:00:00 PM,6.85,14.30
210,10/21/23 02:15:00 PM,6.85,14.30
211,10/21/23 02:30:00 PM,6.84,14.30
212,10/21/23 02:45:00 PM,6.90,14.32
213,10/21/23 03:00:00 PM,6.91,14.32
214,10/21/23 03:15:00 PM,6.87,14.32
215,10/21/23 03:30:00 PM,6.82,14.32
216,10/21/23 03:45:00 PM,6.79,14.30
217,10/21/23 04:00:00 PM,6.78,14.30
218,10/21/23 04:15:00 PM,6.80,14.32
219,10/21/23 04:30:00 PM,6.76,14.32
220,10/21/23 04:45:00 PM,6.60,14.32
221,10/21/23 05:00:00 PM,7.08,14.42
222,10/21/23 05:15:00 PM,7.08,14.44
223,10/21/23 05:30:00 PM,8.04,14.52
224,10/21/23 05:45:00 PM,6.49,14.48
225,10/21/23 06:00:00 PM,6.53,14.38
226,10/21/23 06:15:00 PM,6.56,14.32
227,10/21/23 06:30:00 PM,6.40,14.30
228,10/21/23 06:45:00 PM,6.48,14.30
229,10/21/23 07:00:00 PM,6.60,14.30
230,10/21/23 07:15:00 PM,6.47,14.30
231,10/21/23 07:30:00 PM,6.49,14.30
232,10/21/23 07:45:00 PM,6.72,14.32
233,10/21/23 08:00:00 PM,7.17,14.42
234,10/21/23 08:15:00 PM,7.48,14.42
235,10/21/23 08:30:00 PM,6.97,14.42
236,10/21/23 08:45:00 PM,6.94,14.38
237,10/21/23 09:00:00 PM,6.30,14.34
238,10/21/23 09:15:00 PM,6.24,14.32
239,10/21/23 09:30:00 PM,6.13,14.28
240,10/21/23 09:45:00 PM,6.24,14.28
241,10/21/23 10:00:00 PM,6.15,14.28
242,10/21/23 10:15:00 PM,6.36,14.26
243,10/21/23 10:30:00 PM,6.37,14.26
244,10/21/23 10:45:00 PM,6.42,14.26
245,10/21/23 11:00:00 PM,6.36,14.26
246,10/21/23 11:15:00 PM,6.37,14.24
247,10/21/23 11:30:00 PM,6.41,14.22
248,10/21/23 11:45:00 PM,6.48,14.22
249,10/22/23 12:00:00 AM,6.50,14.22
250,10/22/23 12:15:00 AM,6.60,14.22
251,10/22/23 12:30:00 AM,6.65,14.22
252,10/22/23 12:45:00 AM,6.62,14.22
253,10/22/23 01:00:00 AM,6.59,14.22
254,10/22/23 01:15:00 AM,6.56,14.22
255,10/22/23 01:30:00 AM,6.49,14.22
256,10/22/23 01:45:00 AM,6.47,14.26
257,10/22/23 02:00:00 AM,6.51,14.30
258,10/22/23 02:15:00 AM,6.58,14.30
259,10/22/23 02:30:00 AM,6.59,14.28
260,10/22/23 02:45:00 AM,6.52,14.26
261,10/22/23 03:00:00 AM,6.39,14.26
262,10/22/23 03:15:00 AM,6.28,14.26
263,10/22/23 03:30:00 AM,6.19,14.24
264,10/22/23 03:45:00 AM,6.04,14.22
265,10/22/23 04:00:00 AM,5.61,14.22
266,10/22/23 04:15:00 AM,5.44,14.20
267,10/22/23 04:30:00 AM,5.17,14.18
268,10/22/23 04:45:00 AM,5.36,13.50
269,10/22/23 05:00:00 AM,9.60,12.76
270,10/22/23 05:15:00 AM,9.63,12.70
271,10/22/23 05:30:00 AM,9.62,12.64
272,10/22/23 05:45:00 AM,9.67,12.38
273,10/22/23 06:00:00 AM,9.71,12.24
274,10/22/23 06:15:00 AM,9.74,12.22
275,10/22/23 06:30:00 AM,5.42,12.28
276,10/22/23 06:45:00 AM,5.76,13.80
277,10/22/23 07:00:00 AM,6.61,14.08
278,10/22/23 07:15:00 AM,6.68,14.14
279,10/22/23 07:30:00 AM,7.22,14.16
280,10/22/23 07:45:00 AM,7.23,14.24
281,10/22/23 08:00:00 AM,7.23,14.26
282,10/22/23 08:15:00 AM,7.35,14.30
283,10/22/23 08:30:00 AM,7.33,14.30
284,10/22/23 08:45:00 AM,7.24,14.30
285,10/22/23 09:00:00 AM,7.17,14.28
286,10/22/23 09:15:00 AM,6.80,14.26
287,10/22/23 09:30:00 AM,6.14,14.18
288,10/22/23 09:45:00 AM,6.23,14.20
289,10/22/23 10:00:00 AM,6.44,14.18
290,10/22/23 10:15:00 AM,6.84,14.20
291,10/22/23 10:30:00 AM,7.19,14.20
292,10/22/23 10:45:00 AM,7.32,14.20
293,10/22/23 11:00:00 AM,7.51,14.22
294,10/22/23 11:15:00 AM,7.56,14.24
295,10/22/23 11:30:00 AM,7.47,14.28
296,10/22/23 11:45:00 AM,7.51,14.28
297,10/22/23 12:00:00 PM,7.62,14.28
298,10/22/23 12:15:00 PM,7.52,14.28
299,10/22/23 12:30:00 PM,7.45,14.30
300,10/22/23 12:45:00 PM,7.41,14.28
301,10/22/23 01:00:00 PM,7.32,14.28
302,10/22/23 01:15:00 PM,7.31,14.28
303,10/22/23 01:30:00 PM,7.38,14.28
304,10/22/23 01:45:00 PM,7.18,14.28
305,10/22/23 02:00:00 PM,7.18,14.28
306,10/22/23 02:15:00 PM,7.34,14.32
307,10/22/23 02:30:00 PM,7.11,14.34
308,10/22/23 02:45:00 PM,7.11,14.34
309,10/22/23 03:00:00 PM,7.12,14.34
310,10/22/23 03:15:00 PM,7.31,14.30
311,10/22/23 03:30:00 PM,7.24,14.28
312,10/22/23 03:45:00 PM,7.27,14.28
313,10/22/23 04:00:00 PM,7.22,14.28
314,10/22/23 04:15:00 PM,7.28,14.28
315,10/22/23 04:30:00 PM,7.25,14.28
316,10/22/23 04:45:00 PM,7.19,14.30
317,10/22/23 05:00:00 PM,7.13,14.32
318,10/22/23 05:15:00 PM,7.16,14.32
319,10/22/23 05:30:00 PM,7.11,14.32
320,10/22/23 05:45:00 PM,7.12,14.32
321,10/22/23 06:00:00 PM,7.15,14.30
322,10/22/23 06:15:00 PM,7.17,14.30
323,10/22/23 06:30:00 PM,7.15,14.30
324,10/22/23 06:45:00 PM,7.24,14.32
325,10/22/23 07:00:00 PM,7.85,14.42
326,10/22/23 07:15:00 PM,6.91,14.44
327,10/22/23 07:30:00 PM,6.70,14.34
328,10/22/23 07:45:00 PM,6.68,14.30
329,10/22/23 08:00:00 PM,6.79,14.26
330,10/22/23 08:15:00 PM,6.74,14.24
331,10/22/23 08:30:00 PM,6.66,14.24
332,10/22/23 08:45:00 PM,6.61,14.24
333,10/22/23 09:00:00 PM,6.67,14.22
334,10/22/23 09:15:00 PM,6.66,14.22
335,10/22/23 09:30:00 PM,6.61,14.22
336,10/22/23 09:45:00 PM,6.67,14.20
337,10/22/23 10:00:00 PM,6.50,14.20
338,10/22/23 10:15:00 PM,6.43,14.18
339,10/22/23 10:30:00 PM,6.56,14.18
340,10/22/23 10:45:00 PM,6.45,14.18
341,10/22/23 11:00:00 PM,6.44,14.18
342,10/22/23 11:15:00 PM,6.42,14.18
343,10/22/23 11:30:00 PM,6.35,14.16
344,10/22/23 11:45:00 PM,6.54,14.16
345,10/23/23 12:00:00 AM,6.48,14.18
346,10/23/23 12:15:00 AM,6.43,14.18
347,10/23/23 12:30:00 AM,6.55,14.20
348,10/23/23 12:45:00 AM,6.70,14.20
349,10/23/23 01:00:00 AM,6.62,14.20
350,10/23/23 01:15:00 AM,6.53,14.20
351,10/23/23 01:30:00 AM,6.59,14.20
352,10/23/23 01:45:00 AM,6.61,14.20
353,10/23/23 02:00:00 AM,6.65,14.20
354,10/23/23 02:15:00 AM,6.66,14.20
355,10/23/23 02:30:00 AM,6.59,14.20
356,10/23/23 02:45:00 AM,6.63,14.20
357,10/23/23 03:00:00 AM,6.69,14.18
358,10/23/23 03:15:00 AM,6.77,14.16
359,10/23/23 03:30:00 AM,6.77,14.16
360,10/23/23 03:45:00 AM,6.68,14.16
361,10/23/23 04:00:00 AM,6.60,14.16
362,10/23/23 04:15:00 AM,6.58,14.16
363,10/23/23 04:30:00 AM,6.55,14.14
364,10/23/23 04:45:00 AM,6.47,14.12
365,10/23/23 05:00:00 AM,6.37,14.10
366,10/23/23 05:15:00 AM,6.24,14.06
367,10/23/23 05:30:00 AM,6.04,13.98
368,10/23/23 05:45:00 AM,5.94,13.84
369,10/23/23 06:00:00 AM,5.87,13.50
370,10/23/23 06:15:00 AM,6.73,12.74
371,10/23/23 06:30:00 AM,10.09,10.58
372,10/23/23 06:45:00 AM,10.15,10.32
373,10/23/23 07:00:00 AM,10.29,9.80
374,10/23/23 07:15:00 AM,10.41,9.44
375,10/23/23 07:30:00 AM,10.42,9.34
376,10/23/23 07:45:00 AM,5.43,11.42
377,10/23/23 08:00:00 AM,5.35,13.12
378,10/23/23 08:15:00 AM,5.80,13.50
379,10/23/23 08:30:00 AM,6.30,13.74
380,10/23/23 08:45:00 AM,6.57,13.84
381,10/23/23 09:00:00 AM,6.43,13.84
382,10/23/23 09:15:00 AM,6.34,13.82
383,10/23/23 09:30:00 AM,6.53,13.86
384,10/23/23 09:45:00 AM,6.47,13.88
385,10/23/23 10:00:00 AM,6.21,13.76
386,10/23/23 10:15:00 AM,6.18,13.66
387,10/23/23 10:30:00 AM,6.29,13.62
388,10/23/23 10:45:00 AM,6.43,13.68
389,10/23/23 11:00:00 AM,6.54,13.74
390,10/23/23 11:15:00 AM,6.78,13.86
391,10/23/23 11:30:00 AM,6.77,13.94
392,10/23/23 11:45:00 AM,6.90,13.96
393,10/23/23 12:00:00 PM,6.79,14.00
394,10/23/23 12:15:00 PM,6.92,14.00
395,10/23/23 12:30:00 PM,6.92,14.04
396,10/23/23 12:45:00 PM,7.18,14.16
397,10/23/23 01:00:00 PM,7.35,14.16
398,10/23/23 01:15:00 PM,7.46,14.14
399,10/23/23 01:30:00 PM,7.45,14.14
400,10/23/23 01:45:00 PM,7.43,14.18
401,10/23/23 02:00:00 PM,7.47,14.22
402,10/23/23 02:15:00 PM,7.23,14.10
403,10/23/23 02:30:00 PM,6.98,14.12
404,10/23/23 02:45:00 PM,6.87,14.14
405,10/23/23 03:00:00 PM,6.87,14.16
406,10/23/23 03:15:00 PM,6.90,14.18
407,10/23/23 03:30:00 PM,6.89,14.18
408,10/23/23 03:45:00 PM,6.90,14.18
409,10/23/23 04:00:00 PM,6.91,14.18
410,10/23/23 04:15:00 PM,6.98,14.18
411,10/23/23 04:30:00 PM,7.23,14.20
412,10/23/23 04:45:00 PM,7.47,14.22
413,10/23/23 05:00:00 PM,7.45,14.22
414,10/23/23 05:15:00 PM,7.37,14.20
415,10/23/23 05:30:00 PM,7.28,14.14
416,10/23/23 05:45:00 PM,7.23,14.12
417,10/23/23 06:00:00 PM,7.20,14.12
418,10/23/23 06:15:00 PM,7.17,14.12
419,10/23/23 06:30:00 PM,7.26,14.08
420,10/23/23 06:45:00 PM,7.19,14.08
421,10/23/23 07:00:00 PM,7.17,14.06
422,10/23/23 07:15:00 PM,7.27,14.04
423,10/23/23 07:30:00 PM,7.20,14.02
424,10/23/23 07:45:00 PM,7.12,14.00
425,10/23/23 08:00:00 PM,7.05,13.98
426,10/23/23 08:15:00 PM,6.90,13.96
427,10/23/23 08:30:00 PM,6.91,13.94
428,10/23/23 08:45:00 PM,6.79,13.92
429,10/23/23 09:00:00 PM,6.84,13.88
430,10/23/23 09:15:00 PM,7.01,13.88
431,10/23/23 09:30:00 PM,7.00,13.96
432,10/23/23 09:45:00 PM,7.07,13.98
433,10/23/23 10:00:00 PM,7.00,13.98
434,10/23/23 10:15:00 PM,7.01,13.98
435,10/23/23 10:30:00 PM,6.98,13.96
436,10/23/23 10:45:00 PM,6.89,13.96
437,10/23/23 11:00:00 PM,6.86,13.94
438,10/23/23 11:15:00 PM,6.78,13.94
439,10/23/23 11:30:00 PM,6.69,13.94
440,10/23/23 11:45:00 PM,6.55,13.92
441,10/24/23 12:00:00 AM,6.68,13.92
442,10/24/23 12:15:00 AM,6.45,13.88
443,10/24/23 12:30:00 AM,6.79,13.86
444,10/24/23 12:45:00 AM,6.70,13.74
445,10/24/23 01:00:00 AM,6.75,13.70
446,10/24/23 01:15:00 AM,6.83,13.52
447,10/24/23 01:30:00 AM,6.76,13.58
448,10/24/23 01:45:00 AM,6.65,13.58
449,10/24/23 02:00:00 AM,6.89,13.72
450,10/24/23 02:15:00 AM,6.91,13.80
451,10/24/23 02:30:00 AM,7.05,13.86
452,10/24/23 02:45:00 AM,7.24,13.88
453,10/24/23 03:00:00 AM,7.40,13.90
454,10/24/23 03:15:00 AM,7.38,13.90
455,10/24/23 03:30:00 AM,7.37,13.90
456,10/24/23 03:45:00 AM,7.34,13.90
457,10/24/23 04:00:00 AM,7.37,13.90
458,10/24/23 04:15:00 AM,7.38,13.88
459,10/24/23 04:30:00 AM,7.35,13.86
460,10/24/23 04:45:00 AM,7.35,13.84
461,10/24/23 05:00:00 AM,7.27,13.84
462,10/24/23 05:15:00 AM,7.22,13.82
463,10/24/23 05:30:00 AM,7.25,13.76
464,10/24/23 05:45:00 AM,7.16,13.72
465,10/24/23 06:00:00 AM,7.17,13.66
466,10/24/23 06:15:00 AM,7.06,13.60
467,10/24/23 06:30:00 AM,6.99,13.50
468,10/24/23 06:45:00 AM,6.87,13.38
469,10/24/23 07:00:00 AM,6.75,13.24
470,10/24/23 07:15:00 AM,6.54,13.08
471,10/24/23 07:30:00 AM,6.61,12.24
472,10/24/23 07:45:00 AM,10.41,9.72
473,10/24/23 08:00:00 AM,9.62,10.82
474,10/24/23 08:15:00 AM,10.55,8.74
475,10/24/23 08:30:00 AM,10.59,8.76
476,10/24/23 08:45:00 AM,9.54,9.48
477,10/24/23 09:00:00 AM,6.50,11.92
478,10/24/23 09:15:00 AM,6.76,12.80
479,10/24/23 09:30:00 AM,7.23,13.38
480,10/24/23 09:45:00 AM,7.29,13.52
481,10/24/23 10:00:00 AM,7.23,13.54
482,10/24/23 10:15:00 AM,7.23,13.54
483,10/24/23 10:30:00 AM,7.23,13.58
484,10/24/23 10:45:00 AM,6.96,13.40
485,10/24/23 11:00:00 AM,7.29,13.50
486,10/24/23 11:15:00 AM,7.17,13.54
487,10/24/23 11:30:00 AM,7.33,13.54
488,10/24/23 11:45:00 AM,7.36,13.56
489,10/24/23 12:00:00 PM,7.53,13.62
490,10/24/23 12:15:00 PM,7.50,13.66
491,10/24/23 12:30:00 PM,7.50,13.68
492,10/24/23 12:45:00 PM,7.53,13.70
493,10/24/23 01:00:00 PM,7.50,13.70
494,10/24/23 01:15:00 PM,7.67,13.70
495,10/24/23 01:30:00 PM,7.76,13.74
496,10/24/23 01:45:00 PM,7.75,13.76
497,10/24/23 02:00:00 PM,7.66,13.78
498,10/24/23 02:15:00 PM,7.68,13.78
499,10/24/23 02:30:00 PM,7.64,13.80
500,10/24/23 02:45:00 PM,7.67,13.82
501,10/24/23 03:00:00 PM,7.80,13.82
502,10/24/23 03:15:00 PM,7.86,13.82
503,10/24/23 03:30:00 PM,7.83,13.82
504,10/24/23 03:45:00 PM,7.76,13.84
505,10/24/23 04:00:00 PM,7.79,13.82
506,10/24/23 04:15:00 PM,7.80,13.82
507,10/24/23 04:30:00 PM,7.83,13.82
508,10/24/23 04:45:00 PM,7.88,13.80
509,10/24/23 05:00:00 PM,7.88,13.78
510,10/24/23 05:15:00 PM,7.87,13.78
511,10/24/23 05:30:00 PM,7.83,13.74
512,10/24/23 05:45:00 PM,7.79,13.72
513,10/24/23 06:00:00 PM,7.80,13.70
514,10/24/23 06:15:00 PM,7.74,13.72
515,10/24/23 06:30:00 PM,7.72,13.72
516,10/24/23 06:45:00 PM,7.66,13.72
517,10/24/23 07:00:00 PM,7.68,13.74
518,10/24/23 07:15:00 PM,7.68,13.74
519,10/24/23 07:30:00 PM,7.64,13.74
520,10/24/23 07:45:00 PM,7.58,13.74
521,10/24/23 08:00:00 PM,7.57,13.74
522,10/24/23 08:15:00 PM,7.52,13.72
523,10/24/23 08:30:00 PM,7.32,13.72
524,10/24/23 08:45:00 PM,7.29,13.72
525,10/24/23 09:00:00 PM,7.31,13.62
526,10/24/23 09:15:00 PM,7.05,13.60
527,10/24/23 09:30:00 PM,7.26,13.52
528,10/24/23 09:45:00 PM,7.12,13.60
529,10/24/23 10:00:00 PM,7.12,13.66
530,10/24/23 10:15:00 PM,7.34,13.76
531,10/24/23 10:30:00 PM,7.28,13.78
532,10/24/23 10:45:00 PM,7.31,13.78
533,10/24/23 11:00:00 PM,7.38,13.74
534,10/24/23 11:15:00 PM,7.18,13.76
535,10/24/23 11:30:00 PM,7.15,13.76
536,10/24/23 11:45:00 PM,7.09,13.72
537,10/25/23 12:00:00 AM,7.06,13.68
538,10/25/23 12:15:00 AM,7.14,13.66
539,10/25/23 12:30:00 AM,6.93,13.66
540,10/25/23 12:45:00 AM,7.13,13.74
541,10/25/23 01:00:00 AM,6.95,13.80
542,10/25/23 01:15:00 AM,6.73,13.76
543,10/25/23 01:30:00 AM,6.96,13.74
544,10/25/23 01:45:00 AM,7.08,13.64
545,10/25/23 02:00:00 AM,6.94,13.64
546,10/25/23 02:15:00 AM,7.20,13.62
547,10/25/23 02:30:00 AM,7.23,13.62
548,10/25/23 02:45:00 AM,7.19,13.72
549,10/25/23 03:00:00 AM,7.22,13.72
550,10/25/23 03:15:00 AM,7.16,13.72
